Name,Current price,Change(%),Open,High,Low,Volume,date
MGO GLOBAL INC.,0.37,0.0,0.399,0.4599,0.33,111379653,2025-03-05
VISIONARY HOLDINGS INC.,2.51,94.57,2.28,2.85,2.17,24468952,2025-03-05
ADITXT INC.,0.0632,26.91,0.0635,0.067,0.0584,24278165,2025-03-05
NVIDIA CORP.,116.75,0.66,117.58,118.0,115.04,19755191,2025-03-05
MATTERPORT INC.,5.38,0.0,5.42,5.45,5.35,13993565,2025-03-05
CYCURION INC.,0.824,26.5,0.8692,0.9765,0.809,13677272,2025-03-05
HASHICORP INC.,34.78,0.0,34.8,34.82,34.77,9199011,2025-03-05
INFINERA CORP.,6.64,0.0,6.66,6.66,6.64,8838922,2025-03-05
ARB IOT GROUP LTD.,0.94,80.77,0.8869,0.9725,0.7787,8780054,2025-03-05
SILEXION THERAPEUTICS CORP,1.47,32.43,1.56,1.63,1.42,8702089,2025-03-05
PALANTIR TECHNOLOGIES INC.,85.21,0.96,86.35,86.43,82.64,8027314,2025-03-05
CHIMERIX INC.,8.41,69.56,8.4,8.41,8.4,7363555,2025-03-05
HYZON MOTORS INC.,0.64,0.0,0.58,0.77,0.55,7341127,2025-03-05
INTEL CORP.,21.13,10.94,21.33,21.36,20.86,7188635,2025-03-05
TESLA INC.,274.02,0.73,272.92,274.8,267.71,6597675,2025-03-05
SUPER MICRO COMPUTER INC.,39.69,1.41,39.35,39.79,38.23,6248154,2025-03-05
RETAIL OPPORTUNITY INVESTMENTS,17.49,0.0,17.49,17.5,17.49,6049675,2025-03-05
NVNI GROUP LTD.,0.2865,9.14,0.3063,0.3095,0.278,5730108,2025-03-05
LUCID GROUP INC.,2.18,3.81,2.15,2.19,2.12,5145799,2025-03-05
PLUG POWER INC.,1.64,1.23,1.6,1.65,1.55,4370462,2025-03-05
REVANCE THERAPEUTICS INC.,3.65,0.0,3.65,3.66,3.65,4123191,2025-03-05
SOUNDHOUND AI INC.,9.59,11.34,9.8,9.85,9.35,3627592,2025-03-05
MARA HOLDINGS INC.,14.15,1.29,14.27,14.31,13.77,3589908,2025-03-05
IQIYI INC. ADS,2.24,4.67,2.16,2.26,2.16,3584158,2025-03-05
RIGETTI COMPUTING INC.,7.87,0.13,7.83,7.9,7.61,3546963,2025-03-05
GRAPHJET TECHNOLOGY,0.1788,29.57,0.1543,0.185,0.1535,3402432,2025-03-05
AVID BIOSERVICES INC.,12.49,0.0,12.49,12.51,12.47,3067733,2025-03-05
PREMIER FINANCIAL,28.04,0.0,28.06,28.33,27.5,3065094,2025-03-05
HEARTLAND FINANCIAL USA INC.,64.67,0.0,66.68,66.91,64.58,3034803,2025-03-05
SOFI TECHNOLOGIES INC.,13.18,0.69,13.12,13.18,12.84,3029256,2025-03-05
DIGITAL ALLY INC.,0.0675,7.31,0.063,0.0675,0.063,2682705,2025-03-05
AVINGER INC.,0.474,0.0,0.5501,0.6049,0.4633,2592021,2025-03-05
CREDO TECHNOLOGY GROUP HOLDING LTD,46.83,113.79,47.21,48.51,43.9,2537855,2025-03-05
APPLE INC.,234.01,10.81,235.42,235.95,233.44,2373217,2025-03-05
INARI MEDICAL INC.,79.97,0.0,79.97,79.99,79.96,2359011,2025-03-05
BLUE HAT INTERACTIVE ENTERTAINMENT TECH,0.0345,0.88,0.0323,0.0348,0.0321,2191433,2025-03-05
SECUREWORKS CORP.,8.51,0.0,8.49,8.53,8.49,2158196,2025-03-05
ROBINHOOD MARKETS INC.,45.91,10.67,46.7,46.79,45.02,2054513,2025-03-05
OPENDOOR TECHNOLOGIES INC,1.24,0.0,1.25,1.25,1.2,1976013,2025-03-05
AST SPACEMOBILE INC.,31.11,8.74,30.12,31.23,28.95,1974036,2025-03-05
AMERICAN AIRLINES GROUP INC.,13.75,3.0,13.51,13.75,13.49,1856031,2025-03-05
CROSSFIRST BANKSHARES INC.,15.99,0.0,16.06,16.2,15.8,1823043,2025-03-05
AMAZON.COM INC.,204.96,0.57,204.8,205.35,203.47,1797543,2025-03-05
MODERNA INC.,33.84,11.43,32.5,33.9,31.56,1797200,2025-03-05
SACKS PARENTE GOLF INC.,0.1548,1.71,0.1517,0.17,0.1485,1764921,2025-03-05
MARVELL TECHNOLOGY INC.,86.92,11.6,88.76,88.99,85.18,1753676,2025-03-05
ALPHABET INC. CLASS A,171.0,0.05,170.52,171.65,169.57,1752619,2025-03-05
VNET GROUP INC. ADS,11.68,9.06,11.35,11.68,11.14,1735451,2025-03-05
GOLDEN OCEAN GROUP,8.98,110.74,9.35,9.35,8.95,1713537,2025-03-05
ADVANCED MICRO DEVICES INC.,100.82,0.07,100.36,100.98,99.78,1703676,2025-03-05
BIT ORIGIN LTD.,0.3629,1.37,0.3925,0.3941,0.361,1595846,2025-03-05
ARBE ROBOTICS,1.38,116.87,1.3,1.41,1.29,1585463,2025-03-05
BROADCOM INC.,190.52,1.62,191.86,192.0,187.86,1581727,2025-03-05
GRAB HOLDINGS LTD.,4.76,1.49,4.7,4.77,4.7,1576416,2025-03-05
