Name,Current price,Change(%),Open,High,Low,Volume,date
AI TRANSPORTATION ACQUISITION CORP RIGH,0.15,0.00%,0.15,0.15,0.15,100,4/24/2025
AI TRANSPORTATION ACQUISITION CORP UNIT,11.24,0.00%,11.24,11.24,11.24,100,4/24/2025
AIFEEX NEXUS ACQUISITION,10.1,0.80%,10.1,10.1,10.1,"1,000",4/24/2025
AIFEEX NEXUS ACQUISITION,0.28,0.00%,0.208,0.28,0.2,"2,330",4/24/2025
AIFEEX NEXUS ACQUISITION,10.23,0.00%,10.23,10.23,10.23,100,4/24/2025
AIFU INC. ADS,0.1402,9.45%,0.1217,0.1414,0.1217,"258,135",4/24/2025
AIMEI HEALTH TECHNOLOGY CO. LTD ORD.,11,0.00%,11,11,11,"58,058",4/24/2025
AIMEI HEALTH TECHNOLOGY CO. LTD RIGHT,0.25,0.00%,0.25,0.25,0.25,"50,400",4/24/2025
AIMEI HEALTH TECHNOLOGY CO. LTD UNIT,11.25,0.00%,11.39,11.39,11.21,"1,726",4/24/2025
AIMFINITY INVESTMENT,17,0.00%,17.21,18.5,14.5,"4,938",4/24/2025
AIMFINITY INVESTMENT,16.9,0.00%,16.9,16.9,16.9,200,4/24/2025
AINOS INC.,0.56,1.82%,0.55,0.56,0.543,"4,579",4/24/2025
AIR T,17.13,0.00%,17.04,17.14,17,"2,668",4/24/2025
AIR T INC.,16.94,0.00%,16.6,17,16.6,"3,587",4/24/2025
AIR TRANSPORT SERVICES GROUP,22.48,0.00%,22.49,22.49,22.48,"4,657,877",4/24/2025
AIRBNB INC.,120.07,1.51%,118.86,120.17,118,"182,583",4/24/2025
AIRGAIN INC.,3.85,-1.03%,3.85,3.85,3.85,100,4/24/2025
AIRJOULE TECHNOLOGIES,4.8,-3.61%,5.03,5.22,4.64,"15,500",4/24/2025
AIRNET TECHNOLOGY INC. ADS,0.6769,-7.88%,0.759,0.759,0.6769,"27,392",4/24/2025
AIRO GROUP HOLDINGS INC.,-,0.00%,-,-,-,-,4/24/2025
AIRSCULPT TECHNOLOGIES INC.,1.75,1.16%,1.72,1.83,1.7,"9,251",4/24/2025
AIRSHIP AI HOLDINGS INC,3.69,-2.38%,3.74,3.74,3.6,"60,383",4/24/2025
AKAMAI TECHNOLOGIES INC.,77.15,1.69%,75.87,77.15,75.55,"74,337",4/24/2025
AKANDA CORP.,1.13,0.89%,1.12,1.15,1.12,"11,432",4/24/2025
AKARI THERAPEUTICS PLC ADS,1.4,-3.45%,1.45,1.45,1.4,"1,033",4/24/2025
AKEBIA THERAPEUTICS INC.,2.22,2.78%,2.16,2.22,2.15,"207,340",4/24/2025
AKERO THERAPEUTICS INC.,39.99,0.96%,39.56,40.12,39.05,"23,534",4/24/2025
AKOYA BIOSCIENCES INC.,1.24,-2.36%,1.28,1.28,1.24,557,4/24/2025
AKSO HEALTH GROUP ADS,1.32,0.00%,1.39,1.49,1.29,"30,246",4/24/2025
ALARM.COM HOLDINGS INC.,52.06,0.56%,51.78,52.09,51.38,"4,973",4/24/2025
ALARUM TECHNOLOGIES,7.49,2.60%,7.38,7.49,7.36,"7,792",4/24/2025
ALAUNOS THERAPEUTICS INC.,2.68,8.94%,2.47,2.68,2.47,"7,008",4/24/2025
ALCHEMY INVESTMENTS ACQUISITION CORP 1,11.4,0.00%,11.37,11.51,11.36,"2,807",4/24/2025
ALCHEMY INVESTMENTS ACQUISITION CORP 1,11.38,0.00%,11.5,12.38,11.31,"8,649",4/24/2025
ALDEL FINANCIAL II INC.,10.11,0.20%,10.13,10.15,10.11,"2,400",4/24/2025
ALDEL FINANCIAL II INC. UNITS,10.24,0.00%,10.24,10.24,10.24,180,4/24/2025
ALDEYRA THERAPEUTICS INC.,2.44,0.83%,2.44,2.48,2.38,"99,320",4/24/2025
ALEANNA INC.,11.5,5.12%,11.63,11.63,11.4,732,4/24/2025
ALECTOR INC.,1.16,0.00%,1.17,1.2,1.16,"12,082",4/24/2025
ALERUS FINANCIAL,17.5,-0.96%,17.57,17.57,17.5,779,4/24/2025
ALGOMA STEEL GROUP INC.,5.01,1.62%,4.95,5.04,4.95,"23,775",4/24/2025
ALGORHYTHM HOLDINGS INC.,2.39,1.27%,2.3,2.39,2.3,"2,902",4/24/2025
ALICO INC.,28.91,-0.48%,28.91,28.91,28.91,211,4/24/2025
ALIGN TECHNOLOGY INC.,180.15,1.65%,178.15,180.43,176.37,"42,073",4/24/2025
ALIGNMENT HEALTHCARE INC.,18.17,-0.71%,18.33,18.34,18.01,"58,388",4/24/2025
ALIGOS THERAPEUTICS INC.,5.35,-0.19%,5.32,5.58,5.28,"11,466",4/24/2025
ALKAMI TECHNOLOGY INC.,26.7,1.83%,26.41,26.8,26.09,"17,925",4/24/2025
ALKERMES PLC,27.53,1.40%,27.24,27.56,27,"32,468",4/24/2025
ALLAKOS INC.,0.3264,0.21%,0.325,0.3268,0.325,"5,364",4/24/2025
ALLARITY THERAPEUTICS INC.,1.07,5.94%,1.01,1.08,1.01,"51,949",4/24/2025
ALLBIRDS INC.,5.16,0.19%,5.15,5.16,4.98,"1,776",4/24/2025
ALLEGIANT TRAVEL CO.,45.84,0.50%,44.37,46.02,44.01,"15,085",4/24/2025
ALLEGRO MICROSYSTEMS INC.,18.75,7.02%,18.06,18.76,18,"122,526",4/24/2025
ALLIANCE ENTERTAINMENT HOLDING,3,-2.91%,3.1,3.1,3,"2,194",4/24/2025
ALLIANCE RESOURCE PARTNERS L.P.,26.91,-1.10%,27.35,27.35,26.55,"71,919",4/24/2025
ALLIANT ENERGY CORP.,61.03,-0.33%,61.16,61.22,60.87,"49,847",4/24/2025
ALLIED GAMING & ENTERTAINMENT,0.9801,0.00%,1.01,1.01,0.98,"2,905",4/24/2025
ALLIENT INC.,21.17,0.33%,21.17,21.17,21.17,227,4/24/2025
ALLOGENE THERAPEUTICS INC.,1.61,0.00%,1.61,1.61,1.56,"70,868",4/24/2025
ALLOT,6.12,1.16%,6.05,6.14,6.05,"6,016",4/24/2025
ALNYLAM PHARMACEUTICALS INC.,240.19,-0.74%,241.74,242.19,238.62,"20,464",4/24/2025
ALPHA AND OMEGA SEMICONDUCTOR,18.53,6.31%,17.9,18.53,17.86,"16,094",4/24/2025
ALPHA COGNITION INC.,4.81,-2.24%,4.91,5,4.81,"2,262",4/24/2025
ALPHA MODUS HOLDINGS INC.,1.2,-1.64%,1.19,1.2,1.19,798,4/24/2025
ALPHA TAU MEDICAL,2.66,-0.37%,2.65,2.66,2.65,471,4/24/2025
ALPHA TECHNOLOGY GROUP,28.1,2.07%,28.09,28.1,28.09,300,4/24/2025
ALPHA TEKNOVA INC.,6.45,0.31%,6.41,6.47,6.32,"15,167",4/24/2025
ALPHABET INC. CLASS A,157.92,1.65%,156.15,157.98,155.79,"2,994,058",4/24/2025
ALPHABET INC. CLASS C,160.1,1.51%,158.52,160.16,158.09,"2,018,680",4/24/2025
ALPHATEC HOLDINGS INC.,11.42,1.87%,11.21,11.42,11.18,"32,387",4/24/2025
ALPHATIME ACQUISITION CORP,11.61,0.00%,11.61,11.61,11.61,"1,935",4/24/2025
ALPHATIME ACQUISITION CORP RIGHT,0.1505,0.00%,0.1505,0.1505,0.1505,"9,900",4/24/2025
ALPHATIME ACQUISITION CORP UNIT,11.71,0.00%,11.71,11.71,11.71,101,4/24/2025
ALPHAVEST ACQUISITION CORP,11.66,0.00%,11.66,11.66,11.66,"2,000",4/24/2025
ALPHAVEST ACQUISITION CORP RIGHT,0.1968,0.00%,0.17,0.2,0.16,"139,927",4/24/2025
ALSET INC.,0.9204,0.04%,0.92,0.9204,0.9088,967,4/24/2025
ALT5 SIGMA CORP.,5.52,0.18%,5.52,5.62,5.47,"11,212",4/24/2025
ALTAIR ENGINEERING INC.,111.85,0.00%,111.8,111.91,111.7,"1,023,492",4/24/2025
ALTERITY THERAPEUTICS,3.41,-2.85%,3.41,3.41,3.41,200,4/24/2025
ALTI GLOBAL INC.,3.38,1.81%,3.31,3.38,3.31,"2,890",4/24/2025
ALTIMMUNE INC.,5.02,1.01%,4.97,5.05,4.97,"70,053",4/24/2025
ALTISOURCE PORTFOLIO SOLUTIONS S.A.,0.82,2.12%,0.8384,0.8384,0.78,"4,291",4/24/2025
ALTO INGREDIENTS INC.,0.8399,0.51%,0.84,0.87,0.8202,"11,570",4/24/2025
ALUMIS INC.,4.88,3.61%,4.69,4.93,4.69,"25,582",4/24/2025
ALVOTECH,8.41,0.60%,8.41,8.41,8.41,602,4/24/2025
ALX ONCOLOGY HLD.,0.5916,2.00%,0.6,0.6069,0.5912,"44,705",4/24/2025
ALZAMEND NEURO INC.,0.6794,-0.83%,0.682,0.7,0.6702,"3,601",4/24/2025
AMALGAMATED FINANCIAL,27.09,-3.63%,26.6,27.35,26.6,"5,643",4/24/2025
AMARIN CORP.,10.66,2.90%,10.36,10.95,10.36,"12,252",4/24/2025
AMAZON.COM INC.,182.49,1.05%,180.91,182.55,180.18,"3,794,589",4/24/2025
AMBARELLA INC.,45.49,5.74%,43.82,45.49,43.71,"21,027",4/24/2025
AMBER INTERNATIONAL HOLDING,9.75,6.91%,9.2,9.75,9.09,"4,098",4/24/2025
AMC NETWORKS INC.,6.29,0.80%,6.24,6.29,6.15,"3,971",4/24/2025
AMDOCS LTD.,84.68,-0.33%,85.1,85.1,84.57,"8,527",4/24/2025
AMEDISYS INC,94,0.40%,94,94.21,93.89,"104,772",4/24/2025
AMERICA S CAR-MART INC.,48.31,-0.23%,48.19,48.46,48.19,520,4/24/2025
AMERICAN AIRLINES GROUP INC.,9.36,0.43%,9.41,9.68,9.21,"13,156,950",4/24/2025
AMERICAN BATTERY TECHNOLOGY CO.,1.13,1.80%,1.1,1.14,1.1,"53,819",4/24/2025
AMERICAN COASTAL INSURANCE,11.11,-0.45%,11.17,11.19,11.04,"1,112",4/24/2025
AMERICAN ELECTRIC POWER CO.,105.93,-1.02%,106.96,107.02,105.75,"89,558",4/24/2025
AMERICAN OUTDOOR BRANDS INC.,11.61,-1.19%,11.72,11.72,11.31,"1,462",4/24/2025
AMERICAN PUBLIC EDUCATION INC.,23.54,0.26%,23.47,23.87,23.47,"2,726",4/24/2025
AMERICAN REBEL HLD.,4.36,42.02%,3.62,4.52,3.52,"18,269,788",4/24/2025
AMERICAN RESOURCES,1.18,7.27%,1.17,1.23,1.12,"1,009,777",4/24/2025
AMERICAN SUPERCONDUCTOR,19.41,4.52%,18.73,19.41,18.73,"24,719",4/24/2025
AMERICAN WOODMARK,56.41,0.55%,56.08,56.53,55.5,"3,644",4/24/2025
AMERISAFE INC.,49.61,0.73%,49.31,49.61,49.1,567,4/24/2025
AMERISERV FINANCIAL INC.,2.31,-2.53%,2.27,2.34,2.27,"2,500",4/24/2025
AMES NATIONAL CORP.,17.78,2.48%,17.78,17.78,17.78,500,4/24/2025
AMESITE INC.,2.08,1.46%,2.08,2.08,2.08,"1,000",4/24/2025
AMGEN INC.,276.55,-0.49%,278.47,278.99,274.42,"107,314",4/24/2025
AMICUS THERAPEUTICS INC.,7.09,-0.14%,7.14,7.17,7.01,"150,712",4/24/2025
AMKOR TECHNOLOGY INC.,17.04,3.90%,16.88,17.06,16.58,"125,943",4/24/2025
AMMO,21.8,0.00%,21.1,21.81,21.07,"1,342",4/24/2025
AMMO INC.,1.81,-2.16%,1.81,1.87,1.8,"60,115",4/24/2025
AMNEAL PHARMACEUTICALS INC.,7.36,0.82%,7.29,7.39,7.29,"40,420",4/24/2025
AMPHASTAR PHARMACEUTICALS INC.,23.69,0.55%,23.58,23.76,23.35,"14,441",4/24/2025
AMPLITECH GROUP INC.,1.78,2.30%,1.71,1.78,1.71,"21,285",4/24/2025
AMPLITUDE INC.,8.58,2.63%,8.41,8.68,8.39,"39,564",4/24/2025
AMTECH SYSTEMS INC.,3.57,1.42%,3.52,3.59,3.52,368,4/24/2025
AMYLYX PHARMACEUTICALS INC.,5.07,0.20%,5.05,5.07,4.99,"32,780",4/24/2025
AN2 THERAPEUTICS INC.,1.28,0.79%,1.26,1.28,1.24,408,4/24/2025
ANALOG DEVICES INC.,192.7,5.24%,192.73,193.74,191.05,"484,731",4/24/2025
ANAPTYSBIO INC.,20.33,-0.44%,20.38,20.42,20.07,"12,866",4/24/2025
ANAVEX LIFE SCIENCES,9.39,0.86%,9.31,9.45,9.27,"18,192",4/24/2025
ANBIO BIOTECHNOLOGY,6.93,1.17%,7.09,7.2,6.85,"2,083",4/24/2025
ANDRETTI ACQUISITION,10.16,0.00%,10.18,10.18,10.16,"5,133",4/24/2025
ANDRETTI ACQUISITION,10.21,0.00%,10.21,10.21,10.21,128,4/24/2025
ANEBULO PHARMACEUTICALS INC.,0.97,0.00%,0.97,0.992,0.97,"2,239",4/24/2025
ANGHAMI INC.,0.552,-1.25%,0.6499,0.6499,0.552,"2,300",4/24/2025
ANGI INC.,12.53,-0.24%,12.56,12.68,12.47,"35,555",4/24/2025
ANGI INC.,15.76,0.00%,15.84,16.08,15.76,606,4/24/2025
ANGIODYNAMICS INC.,9.48,1.39%,9.45,9.53,9.41,"5,588",4/24/2025
ANI PHARMACEUTICALS INC.,68.94,0.83%,68.49,69.05,68.19,"5,177",4/24/2025
ANIKA THERAPEUTICS INC.,14.11,0.14%,14.04,14.27,13.85,"6,752",4/24/2025
ANIXA BIOSCIENCES INC.,2.71,-0.73%,2.75,2.87,2.71,611,4/24/2025
ANNEXON INC.,1.81,-1.63%,1.84,1.86,1.78,"103,582",4/24/2025
ANSYS INC.,313.8,1.69%,310.39,314.47,310.39,"19,368",4/24/2025
ANTELOPE ENTERPRISE HLD.,2.87,-2.05%,2.87,2.93,2.87,"2,719",4/24/2025
ANTERIS TECHNOLOGIES GLOBAL,4.69,4.69%,4.5,4.74,4.5,"30,455",4/24/2025
ANTERIX INC.,30.01,0.70%,30,30.03,29.88,"8,127",4/24/2025
APA CORP.,15.86,1.34%,15.97,16.06,15.71,"439,087",4/24/2025
APELLIS PHARMACEUTICALS INC.,17.76,1.54%,17.6,17.88,17.37,"28,032",4/24/2025
APOGEE ENTERPRISES INC.,41.77,-9.04%,41.67,42.79,40.24,"17,549",4/24/2025
APOGEE THERAPEUTICS INC.,36.8,0.74%,36.42,37,35.8,"4,665",4/24/2025
APOLLOMICS INC.,6.19,0.00%,5.88,6.19,5.88,"2,156",4/24/2025
APPFOLIO INC.,228.58,1.29%,227.15,229.77,226.8,"2,061",4/24/2025
APPIAN CORP.,30.27,2.40%,29.79,30.39,29.5,"20,632",4/24/2025
APPLE INC.,205.57,0.47%,204.89,205.64,202.94,"3,813,554",4/24/2025
APPLIED DIGITAL,4.16,1.96%,4.1,4.19,4.07,"1,502,432",4/24/2025
APPLIED DNA SCIENCES INC.,0.88,1.88%,0.87,0.9,0.86,"46,343",4/24/2025
APPLIED MATERIALS INC.,148.44,3.38%,147.61,148.54,145.35,"478,203",4/24/2025
APPLIED OPTOELECTRONICS INC.,12.53,7.46%,11.69,12.59,11.53,"355,357",4/24/2025
APPLIED THERAPEUTICS INC.,0.3735,0.95%,0.351,0.3796,0.351,"359,257",4/24/2025
APPLOVIN CORP.,261.36,3.57%,253.73,261.64,252,"449,847",4/24/2025
APPTECH PAYMENTS,0.3699,2.47%,0.35,0.3855,0.3401,"116,255",4/24/2025
APREA THERAPEUTICS INC.,1.55,3.33%,1.55,1.55,1.55,"4,817",4/24/2025
APTEVO THERAPEUTICS INC.,0.68,-8.11%,0.7386,0.7386,0.68,"124,180",4/24/2025
APTORUM GROUP LTD.,0.95,-1.05%,0.9093,0.9543,0.908,"1,913",4/24/2025
APYX MEDICAL CORP.,0.903,0.34%,0.95,0.99,0.903,"6,532",4/24/2025
AQUA METALS INC.,1.45,0.00%,1.47,1.49,1.45,"2,805",4/24/2025
AQUABOUNTY TECHNOLOGIES INC.,0.655,4.63%,0.655,0.655,0.655,"2,229",4/24/2025
AQUESTIVE THERAPEUTICS INC.,2.87,1.77%,2.82,2.88,2.81,"69,694",4/24/2025
ARB IOT GROUP LTD.,0.677,-0.32%,0.6908,0.6908,0.675,"23,775",4/24/2025
ARBE ROBOTICS,1.3,9.24%,1.24,1.34,1.22,"571,682",4/24/2025
ARBUTUS BIOPHARMA,3.29,1.54%,3.25,3.29,3.23,"24,016",4/24/2025
ARCADIA BIOSCIENCES INC.,2.99,0.00%,2.99,2.99,2.99,"1,419",4/24/2025
ARCBEST CORP.,62.97,1.37%,62.21,63.17,61.97,"5,431",4/24/2025
ARCELLX INC.,63.01,-0.97%,63.63,63.63,62.11,"27,644",4/24/2025
ARCH CAPITAL GROUP,17.2,0.47%,17.23,17.24,17.12,"5,802",4/24/2025
ARCH CAPITAL GROUP,20.63,-0.10%,20.65,20.65,20.56,"1,437",4/24/2025
ARCH CAPITAL GROUP,91.69,-0.89%,92.09,92.2,91.09,"50,483",4/24/2025
