Name,Current price,Change(%),Open,High,Low,Volume,date
ACNB CORP.,41.12,-0.10%,41,42.14,41,"2,600",4/1/2025
ACRIVON THERAPEUTICS INC.,1.92,-5.42%,1.99,1.99,1.86,"61,946",4/1/2025
ACTELIS NETWORKS INC.,0.725,-3.29%,0.736,0.736,0.725,"11,099",4/1/2025
ACUMEN PHARMACEUTICALS INC.,1.11,0.91%,1.1,1.13,1.06,"28,475",4/1/2025
ACURX PHARMACEUTICALS INC.,0.3851,-1.26%,0.396,0.396,0.385,"16,806",4/1/2025
ADAGENE INC. ADS,1.5,-1.32%,1.52,1.52,1.5,237,4/1/2025
ADAGIO MEDICAL HLD.,0.7933,-1.44%,0.7908,0.824,0.7908,"3,511",4/1/2025
ADAPTHEALTH CORP.,10.98,1.29%,10.83,10.98,10.7,"147,462",4/1/2025
ADAPTIMMUNE THERAPEUTICS PLC ADS,0.2087,5.94%,0.1951,0.2089,0.1951,"728,159",4/1/2025
ADAPTIVE BIOTECHNOLOGIES,7.3,-1.75%,7.35,7.47,7.14,"220,386",4/1/2025
ADDENTAX GROUP CORP.,0.862,0.00%,0.829,0.8849,0.829,"7,796",4/1/2025
ADDEX THERAPEUTICS LTD ADS,7.34,0.00%,7.55,7.95,7.34,"24,430",4/1/2025
ADDUS HOMECARE CORP.,99.34,0.46%,98.3,99.34,97.71,"10,071",4/1/2025
ADEIA INC.,13.06,-1.21%,13.13,13.28,12.96,"21,429",4/1/2025
ADIAL PHARMACEUTICALS INC,0.6292,-0.79%,0.623,0.6342,0.6218,"4,094",4/1/2025
ADICET BIO INC.,0.7982,5.72%,0.77,0.8044,0.77,"61,250",4/1/2025
ADITXT INC.,4.25,-5.35%,4.18,4.46,4.17,"24,432",4/1/2025
ADLAI NORTYE,2.01,0.00%,1.99,2.01,1.99,"1,210",4/1/2025
ADMA BIOLOGICS INC,19.65,-0.96%,19.83,19.91,19.48,"137,071",4/1/2025
ADOBE INC.,377.13,-1.67%,381.13,384,376.5,"368,825",4/1/2025
ADS-TEC ENERGY PLC,14.48,-3.47%,14.89,14.89,14.48,"6,589",4/1/2025
ADTRAN HOLDINGS INC.,8.56,-1.83%,8.7,8.74,8.52,"45,549",4/1/2025
ADURO CLEAN TECHNOLOGIES INC.,5.15,1.58%,5.16,5.16,5.05,"17,695",4/1/2025
ADVANCED BIOMED INC.,3.92,0.00%,3.92,3.92,3.81,"3,138",4/1/2025
ADVANCED ENERGY INDUSTRIES,95.25,-0.06%,94.59,95.25,92.98,"4,989",4/1/2025
ADVANCED FLOWER CAPITAL INC.,5.48,-1.62%,5.56,5.6,5.4,"60,123",4/1/2025
ADVANCED MICRO DEVICES INC.,101.89,-0.83%,102.16,102.57,101,"2,907,687",4/1/2025
ADVANTAGE SOLUTIONS INC.,1.44,-4.64%,1.48,1.52,1.44,"13,761",4/1/2025
ADVENT TECHNOLOGIES HLD.,4.05,-4.48%,4.12,4.23,4.05,"1,720",4/1/2025
ADVERUM BIOTECHNOLOGIES INC.,4.4,0.69%,4.26,4.47,4.12,"25,114",4/1/2025
AEHR TEST SYSTEMS,7.43,1.92%,7.31,7.53,7.31,"111,599",4/1/2025
AELUMA INC.,7.03,-2.50%,7.13,7.15,7.01,"1,246",4/1/2025
AEMETIS INC,1.68,-3.45%,1.72,1.73,1.68,"66,463",4/1/2025
AERIES TECHNOLOGY INC.  ORD.,0.61,5.17%,0.6204,0.6503,0.61,"9,752",4/1/2025
AEROVATE THERAPEUTICS INC.,2.53,0.80%,2.5,2.53,2.49,"7,752",4/1/2025
AEROVIRONMENT INC.,119.46,0.23%,119.28,120.39,118.65,"14,468",4/1/2025
AERSALE CORP.,7.32,-2.27%,7.49,7.58,7.27,"43,798",4/1/2025
AETHLON MEDICAL INC.,0.3655,2.10%,0.3584,0.3888,0.352,"4,353",4/1/2025
AEVA TECHNOLOGIES INC.,6.94,-0.86%,7.27,7.28,6.75,"336,120",4/1/2025
AEYE INC.,0.5576,-2.19%,0.56,0.5838,0.5576,"9,159",4/1/2025
AFFIMED N.V.,0.7446,2.96%,0.73,0.7926,0.72,"33,329",4/1/2025
AFFINITY BANCSHARES INC.,17.76,0.00%,17.67,17.98,17.66,"5,957",4/1/2025
AFFIRM HOLDINGS INC.,44.62,-1.26%,44.44,45.7,44.1,"505,279",4/1/2025
AFYA LTD.,17.89,-0.22%,17.97,17.99,17.89,"4,058",4/1/2025
AGAPE ATP CORP.,1.23,-3.91%,1.21,1.25,1.21,"6,727",4/1/2025
AGENUS INC.,1.51,0.67%,1.51,1.54,1.47,"22,202",4/1/2025
AGILYSYS INC.,72.27,-0.37%,72.49,72.69,72.27,"1,171",4/1/2025
AGIOS PHARMACEUTICALS INC.,28.36,-3.21%,29.08,29.34,28.3,"22,569",4/1/2025
AGM GROUP HOLDINGS INC.,0.0452,-3.00%,0.05,0.05,0.0451,"1,277,105",4/1/2025
AGNC INVESTMENT,25.62,-1.73%,25.52,25.62,25.45,"12,277",4/1/2025
AGNC INVESTMENT,25.05,-0.83%,25.04,25.14,25.04,"5,838",4/1/2025
AGNC INVESTMENT,9.44,-1.46%,9.55,9.56,9.44,"2,799,070",4/1/2025
AGNC INVESTMENT,25.33,-2.91%,25.58,25.64,25.3,"7,321",4/1/2025
AGNC INVESTMENT,25.04,-2.15%,25.15,25.24,25.03,"21,293",4/1/2025
AGNC INVESTMENT,24.9,-1.58%,24.85,24.95,24.8,"3,824",4/1/2025
AGORA INC. ADS,3.88,-3.48%,3.98,4.02,3.87,"104,519",4/1/2025
AGRICULTURE & NATURAL SOLUTIONS ACQUISI,10.79,0.00%,10.79,10.79,10.79,193,4/1/2025
AGRICULTURE & NATURAL SOLUTIONS ACQUISI,10.68,0.09%,10.68,10.68,10.68,150,4/1/2025
AGRIFORCE  GROWING SYSTEMS,1.1,0.00%,1.09,1.11,1.07,"6,897",4/1/2025
AGRIFY CORP.,17.55,0.00%,19.53,19.82,17.32,"9,742",4/1/2025
AI TRANSPORTATION ACQUISITION CORP,10.97,0.00%,10.98,10.98,10.97,485,4/1/2025
AI TRANSPORTATION ACQUISITION CORP RIGH,0.155,0.00%,0.1819,0.1819,0.155,"10,177",4/1/2025
AI TRANSPORTATION ACQUISITION CORP UNIT,11.1,0.00%,11.08,11.11,11.07,841,4/1/2025
AIFEEX NEXUS ACQUISITION,0.25,0.00%,0.25,0.25,0.25,200,4/1/2025
AIFEEX NEXUS ACQUISITION,10.02,0.00%,10.02,10.02,10.02,"1,600",4/1/2025
AIFEEX NEXUS ACQUISITION,10.24,0.00%,10.24,10.24,10.24,408,4/1/2025
AIMEI HEALTH TECHNOLOGY CO. LTD ORD.,11,0.00%,11,11,11,301,4/1/2025
AIMEI HEALTH TECHNOLOGY CO. LTD RIGHT,0.36,0.00%,0.26,0.36,0.26,270,4/1/2025
AIMEI HEALTH TECHNOLOGY CO. LTD UNIT,11.25,0.00%,11.39,11.39,11.21,"1,726",4/1/2025
AIMFINITY INVESTMENT,12.14,0.00%,12.52,12.52,11.31,645,4/1/2025
AIMFINITY INVESTMENT,15.93,18.26%,15.93,15.93,15.93,100,4/1/2025
AINOS INC.,0.5,1.79%,0.51,0.5198,0.5,"3,139",4/1/2025
AIR T,17.08,0.00%,17.19,17.19,17.08,599,4/1/2025
AIR T INC.,16.9,0.00%,17.04,17.4,16.75,"4,412",4/1/2025
AIR TRANSPORT SERVICES GROUP,22.44,0.00%,22.4,22.45,22.4,"262,404",4/1/2025
AIRBNB INC.,119.21,-0.21%,119.67,120.39,118.92,"267,336",4/1/2025
AIRGAIN INC.,3.52,4.45%,3.36,3.7,3.36,"1,473",4/1/2025
AIRJOULE TECHNOLOGIES,4.51,-2.17%,4.6,4.6,4.51,"4,789",4/1/2025
AIRNET TECHNOLOGY INC. ADS,0.44,-5.32%,0.462,0.4624,0.4269,"66,706",4/1/2025
AIRSCULPT TECHNOLOGIES INC.,2.11,-9.83%,2.26,2.26,2.05,"149,041",4/1/2025
AIRSHIP AI HOLDINGS INC,3.87,0.26%,3.88,3.92,3.75,"65,917",4/1/2025
AIX INC. ADS,0.2116,0.71%,0.2102,0.2196,0.2102,"36,456",4/1/2025
AKAMAI TECHNOLOGIES INC.,79.77,-0.91%,80.22,80.39,79.58,"107,675",4/1/2025
AKANDA CORP.,1.36,-1.45%,1.37,1.37,1.35,"5,468",4/1/2025
AKARI THERAPEUTICS PLC ADS,1.24,0.00%,1.28,1.28,1.24,307,4/1/2025
AKEBIA THERAPEUTICS INC.,1.91,-0.52%,1.99,1.99,1.91,"577,267",4/1/2025
AKERO THERAPEUTICS INC.,40,-1.19%,40.38,40.46,39.88,"41,965",4/1/2025
AKOYA BIOSCIENCES INC.,1.4,0.72%,1.42,1.46,1.37,"14,142",4/1/2025
AKSO HEALTH GROUP ADS,1.2,1.69%,1.11,1.2,1.11,"1,253",4/1/2025
ALARM.COM HOLDINGS INC.,54.82,-1.49%,55.31,55.57,54.69,"26,554",4/1/2025
ALARUM TECHNOLOGIES,6.2,-0.80%,6.19,6.25,6.15,"20,657",4/1/2025
ALAUNOS THERAPEUTICS INC.,1.47,0.00%,1.44,1.51,1.38,"3,219",4/1/2025
ALCHEMY INVESTMENTS ACQUISITION CORP 1,11.3,0.00%,11.24,11.3,11.23,"68,608",4/1/2025
ALCHEMY INVESTMENTS ACQUISITION CORP 1,11.48,0.00%,11.48,11.48,11.48,394,4/1/2025
ALDEL FINANCIAL II INC.,10.11,0.00%,10.13,10.13,10.1,"106,551",4/1/2025
ALDEL FINANCIAL II INC. UNITS,10.25,0.00%,10.26,10.28,10.25,"1,500",4/1/2025
ALDEYRA THERAPEUTICS INC.,5.44,-5.39%,5.8,5.91,5.44,"188,023",4/1/2025
ALEANNA INC.,8,6.24%,8.15,8.97,7.72,"7,536",4/1/2025
ALECTOR INC.,1.21,-1.63%,1.21,1.25,1.18,"99,710",4/1/2025
ALERUS FINANCIAL,18.2,-1.41%,18.35,18.44,18.16,"2,521",4/1/2025
ALGOMA STEEL GROUP INC.,5.28,-2.58%,5.41,5.42,5.25,"51,959",4/1/2025
ALGORHYTHM HOLDINGS INC.,2.09,-2.79%,2.11,2.24,2.09,"4,190",4/1/2025
ALICO INC.,29.5,-1.14%,29.5,29.5,29.5,100,4/1/2025
ALIGN TECHNOLOGY INC.,159.3,0.28%,157.06,159.86,156.05,"39,244",4/1/2025
ALIGNMENT HEALTHCARE INC.,18.5,-0.64%,18.55,18.91,18.45,"138,825",4/1/2025
ALIGOS THERAPEUTICS INC.,7.9,-4.24%,8.2,8.61,7.9,"19,819",4/1/2025
ALKAMI TECHNOLOGY INC.,25.98,-1.03%,26.11,26.37,25.92,"21,650",4/1/2025
ALKERMES PLC,32.63,-1.18%,33,33.48,32.63,"52,697",4/1/2025
ALLAKOS INC.,0.2252,-1.05%,0.23,0.23,0.22,"66,360",4/1/2025
ALLARITY THERAPEUTICS INC.,0.9547,1.90%,0.9689,0.9999,0.9381,"152,172",4/1/2025
ALLBIRDS INC.,6.38,-0.93%,6.51,6.51,6.31,"11,992",4/1/2025
ALLEGIANT TRAVEL CO.,50.02,-3.16%,50.98,50.98,49.84,"20,615",4/1/2025
ALLEGRO MICROSYSTEMS INC.,25.65,2.07%,24.86,25.94,24.81,"259,363",4/1/2025
ALLIANCE ENTERTAINMENT HOLDING,3.25,-2.99%,3.16,3.35,3.16,"15,129",4/1/2025
ALLIANCE RESOURCE PARTNERS L.P.,27.26,-0.07%,27.21,27.4,27.08,"24,606",4/1/2025
ALLIANT ENERGY CORP.,64.07,-0.44%,64.02,64.47,63.88,"158,560",4/1/2025
ALLIED GAMING & ENTERTAINMENT,1.02,0.00%,1.02,1.02,0.98,991,4/1/2025
ALLIENT INC.,21.84,-0.64%,21.75,22.08,21.63,"2,415",4/1/2025
ALLOGENE THERAPEUTICS INC.,1.35,-7.53%,1.44,1.45,1.3,"589,374",4/1/2025
ALLOT,5.44,-4.73%,5.73,5.77,5.44,"114,896",4/1/2025
ALNYLAM PHARMACEUTICALS INC.,267.13,-1.07%,272.52,273.61,267.13,"26,763",4/1/2025
ALPHA AND OMEGA SEMICONDUCTOR,24.72,-0.56%,24.82,24.9,24.17,"37,073",4/1/2025
ALPHA COGNITION INC.,5.25,3.75%,5.25,5.3,5.25,576,4/1/2025
ALPHA MODUS HOLDINGS INC.,1.36,5.43%,1.26,1.4,1.26,"5,317",4/1/2025
ALPHA TAU MEDICAL,2.54,1.20%,2.54,2.54,2.54,100,4/1/2025
ALPHA TECHNOLOGY GROUP,26.81,-0.74%,26.71,26.91,26,551,4/1/2025
ALPHA TEKNOVA INC.,5.07,-2.31%,5.34,5.48,5.06,"49,995",4/1/2025
ALPHABET INC. CLASS A,155.83,0.77%,153.62,156.04,153.62,"3,666,740",4/1/2025
ALPHABET INC. CLASS C,157.54,0.84%,155.3,157.74,155.26,"2,427,310",4/1/2025
ALPHATEC HOLDINGS INC.,9.82,-3.16%,10.09,10.18,9.72,"195,810",4/1/2025
ALPHATIME ACQUISITION CORP,11.61,0.00%,11.61,11.61,11.61,"1,935",4/1/2025
ALPHATIME ACQUISITION CORP RIGHT,0.1605,0.00%,0.1605,0.1605,0.1605,259,4/1/2025
ALPHATIME ACQUISITION CORP UNIT,11.63,0.00%,11.79,12.09,11.63,"2,700",4/1/2025
ALPHAVEST ACQUISITION CORP,11.59,0.00%,11.59,11.59,11.59,"24,758",4/1/2025
ALPHAVEST ACQUISITION CORP RIGHT,0.2243,0.00%,0.22,0.235,0.22,"8,500",4/1/2025
ALPHAVEST ACQUISITION CORP UNIT,11.31,0.00%,11.31,11.51,11.3,"3,000",4/1/2025
ALSET INC.,0.955,-3.54%,0.96,0.99,0.92,"8,234",4/1/2025
ALT5 SIGMA CORP.,3.92,1.03%,3.89,3.92,3.86,"10,757",4/1/2025
ALTAIR ENGINEERING INC.,111.85,0.00%,111.8,111.91,111.7,"1,023,492",4/1/2025
ALTERITY THERAPEUTICS,3.3,-4.35%,3.38,3.38,3.3,"5,340",4/1/2025
ALTI GLOBAL INC.,3.02,-0.66%,3.02,3.06,3,"3,408",4/1/2025
ALTIMMUNE INC.,4.82,-3.60%,4.95,4.96,4.78,"214,339",4/1/2025
ALTISOURCE PORTFOLIO SOLUTIONS S.A.,0.67,-1.62%,0.67,0.6815,0.67,"9,735",4/1/2025
ALTO INGREDIENTS INC.,1.14,0.00%,1.16,1.16,1.13,"38,079",4/1/2025
ALUMIS INC.,6.64,8.14%,6.18,6.69,6.17,"264,626",4/1/2025
ALVOTECH,9.68,0.10%,9.57,9.9,9.57,"3,169",4/1/2025
ALX ONCOLOGY HLD.,0.6043,-3.00%,0.623,0.623,0.5955,"35,361",4/1/2025
ALZAMEND NEURO INC.,0.9702,2.31%,0.9601,0.9949,0.9601,"8,558",4/1/2025
AMALGAMATED FINANCIAL,28.31,-1.53%,28.7,28.7,28.31,"11,746",4/1/2025
AMARIN CORP.,0.4494,0.29%,0.44,0.455,0.44,"83,844",4/1/2025
AMAZON.COM INC.,189.91,-0.18%,187.86,190.98,187.2,"4,655,319",4/1/2025
AMBARELLA INC.,49.37,-1.91%,50.35,50.35,49.28,"16,990",4/1/2025
AMBER INTERNATIONAL HOLDING,11.38,-5.01%,11.9,11.95,11.38,"12,540",4/1/2025
AMC NETWORKS INC.,6.72,-2.33%,6.85,6.85,6.71,"39,503",4/1/2025
AMDOCS LTD.,91.18,-0.35%,91.41,91.41,90.89,"59,506",4/1/2025
AMEDISYS INC,92.8,0.18%,92.36,92.8,91.48,"3,773",4/1/2025
AMERICA S CAR-MART INC.,44.39,-2.20%,44.75,44.96,44.27,"3,080",4/1/2025
AMERICAN AIRLINES GROUP INC.,10.09,-4.36%,10.3,10.33,10.08,"8,027,378",4/1/2025
AMERICAN BATTERY TECHNOLOGY CO.,1.02,-0.97%,1.03,1.03,1.01,"79,462",4/1/2025
AMERICAN COASTAL INSURANCE,11.47,-0.86%,11.54,11.57,11.45,"4,792",4/1/2025
AMERICAN ELECTRIC POWER CO.,108.25,-0.93%,108.61,108.79,107.52,"396,112",4/1/2025
AMERICAN OUTDOOR BRANDS INC.,12.22,0.49%,12.12,12.53,11.67,"19,432",4/1/2025
AMERICAN PUBLIC EDUCATION INC.,22.02,-1.34%,22.05,22.16,21.62,"8,865",4/1/2025
AMERICAN REBEL HLD.,1.18,-11.94%,1.22,1.24,1.1,"61,899",4/1/2025
AMERICAN RESOURCES,0.464,-0.68%,0.4671,0.4671,0.4579,"12,951",4/1/2025
AMERICAN SUPERCONDUCTOR,17.91,-1.27%,18.1,18.24,17.76,"116,980",4/1/2025
AMERICAN WOODMARK,57.88,-1.61%,58.83,59.28,57.88,"4,684",4/1/2025
AMERISAFE INC.,52.47,-0.15%,52.61,52.96,52.15,"2,989",4/1/2025
AMERISERV FINANCIAL INC.,2.43,0.00%,2.42,2.5,2.42,"7,726",4/1/2025
AMES NATIONAL CORP.,17.52,0.00%,17.45,17.62,17.35,"11,764",4/1/2025
AMESITE INC.,2.36,-2.48%,2.4,2.4,2.35,"2,752",4/1/2025
AMGEN INC.,308.42,-1.00%,310.58,311.33,307.85,"129,817",4/1/2025
AMICUS THERAPEUTICS INC.,8.1,-0.74%,8.18,8.2,8.07,"130,999",4/1/2025
AMKOR TECHNOLOGY INC.,17.85,-1.16%,17.99,18.07,17.81,"366,728",4/1/2025
AMMO,22.15,0.64%,22.15,22.15,22.15,200,4/1/2025
AMMO INC.,1.36,-1.45%,1.37,1.38,1.36,"15,950",4/1/2025
AMNEAL PHARMACEUTICALS INC.,8.35,-0.36%,8.38,8.42,8.3,"96,581",4/1/2025
AMPHASTAR PHARMACEUTICALS INC.,28.33,-2.28%,28.86,29.27,28.33,"17,113",4/1/2025
AMPLITECH GROUP INC.,1.48,-4.52%,1.57,1.57,1.47,"38,199",4/1/2025
AMPLITUDE INC.,10.1,-0.88%,10.09,10.24,10.06,"89,006",4/1/2025
AMTECH SYSTEMS INC.,4.88,1.04%,4.7,4.95,4.7,"1,528",4/1/2025
AMYLYX PHARMACEUTICALS INC.,3.5,-1.13%,3.51,3.51,3.36,"69,645",4/1/2025
AN2 THERAPEUTICS INC.,1.38,1.47%,1.35,1.4,1.35,"9,321",4/1/2025
ANALOG DEVICES INC.,197.45,-2.09%,200.26,200.84,197.13,"184,011",4/1/2025
ANAPTYSBIO INC.,17.88,-3.82%,18.55,18.64,17.83,"26,783",4/1/2025
ANAVEX LIFE SCIENCES,8.53,-0.58%,8.57,8.7,8.41,"232,071",4/1/2025
ANBIO BIOTECHNOLOGY,7.37,-1.21%,7.62,7.62,7.35,"14,518",4/1/2025
ANDRETTI ACQUISITION,10.22,0.00%,10.2,10.22,10.2,"3,139",4/1/2025
ANDRETTI ACQUISITION,10.14,0.10%,10.13,10.14,10.13,500,4/1/2025
ANEBULO PHARMACEUTICALS INC.,1.3,0.00%,1.3,1.3,1.3,500,4/1/2025
ANGHAMI INC.,0.698,4.76%,0.704,0.704,0.6979,458,4/1/2025
ANGI INC.,15.76,0.00%,15.84,16.08,15.76,606,4/1/2025
ANGI INC.,15.02,-2.53%,15.03,15.83,14.87,"297,955",4/1/2025
ANGIODYNAMICS INC.,9.29,-1.06%,9.4,9.4,9.14,"30,697",4/1/2025
ANI PHARMACEUTICALS INC.,66.76,-0.28%,67.11,67.33,65.39,"10,211",4/1/2025
ANIKA THERAPEUTICS INC.,15.01,-0.13%,14.95,15.15,14.93,"1,505",4/1/2025
ANIXA BIOSCIENCES INC.,2.86,0.00%,2.85,2.97,2.85,941,4/1/2025
ANNEXON INC.,1.9,-1.55%,1.91,1.92,1.86,"142,907",4/1/2025
ANSYS INC.,315.52,-0.33%,312.83,316.15,312.77,"26,838",4/1/2025
ANTELOPE ENTERPRISE HLD.,0.0984,1.65%,0.1001,0.1001,0.0952,"44,570",4/1/2025
ANTERIS TECHNOLOGIES GLOBAL,3.66,0.55%,3.65,3.81,3.52,"15,066",4/1/2025
ANTERIX INC.,36.84,0.66%,36.71,37.25,36.12,"14,368",4/1/2025
APA CORP.,20.85,-0.81%,20.94,21,20.71,"312,757",4/1/2025
APELLIS PHARMACEUTICALS INC.,22,0.59%,21.77,22.36,21.77,"148,892",4/1/2025
APOGEE ENTERPRISES INC.,45.87,-0.99%,46.22,46.36,45.87,"3,499",4/1/2025
APOGEE THERAPEUTICS INC.,36.98,-1.02%,37.01,37.48,36.62,"20,430",4/1/2025
APOLLOMICS INC.,7,12.90%,6.5,7,6.5,"4,082",4/1/2025
APPFOLIO INC.,218.93,-0.44%,219.99,220.16,218.23,"4,927",4/1/2025
APPIAN CORP.,28.82,0.03%,28.63,28.95,28.49,"14,352",4/1/2025
APPLE INC.,223.15,0.46%,219.8,223.39,218.9,"4,973,673",4/1/2025
APPLIED DIGITAL,5.47,-2.67%,5.62,5.63,5.42,"2,088,525",4/1/2025
APPLIED DNA SCIENCES INC.,2.05,23.49%,1.67,2.05,1.63,"1,197,292",4/1/2025
APPLIED MATERIALS INC.,143.32,-1.24%,144.1,144.76,142.96,"678,805",4/1/2025
APPLIED OPTOELECTRONICS INC.,14.66,-4.50%,15.36,15.36,14.57,"341,104",4/1/2025
APPLIED THERAPEUTICS INC.,0.4932,0.88%,0.5,0.5,0.49,"155,675",4/1/2025
APPLOVIN CORP.,261.7,-1.23%,264.22,271.65,260.11,"746,958",4/1/2025
APPTECH PAYMENTS,0.4149,-0.05%,0.41,0.415,0.41,"3,880",4/1/2025
APREA THERAPEUTICS INC.,2.04,0.00%,1.99,2.1,1.99,"9,167",4/1/2025
APTEVO THERAPEUTICS INC.,1.13,-2.59%,1.11,1.18,1.1,"22,257",4/1/2025
APTORUM GROUP LTD.,0.84,0.00%,0.84,0.84,0.8279,"2,504",4/1/2025
APTOSE BIOSCIENCES INC.,1.45,-53.97%,1.99,1.99,1.35,"121,556",4/1/2025
APYX MEDICAL CORP.,1.36,-0.73%,1.35,1.37,1.28,"6,119",4/1/2025
AQUA METALS INC.,1.79,-4.28%,1.87,1.87,1.74,"8,764",4/1/2025
AQUABOUNTY TECHNOLOGIES INC.,0.644,-6.52%,0.65,0.668,0.6155,"19,557",4/1/2025
AQUESTIVE THERAPEUTICS INC.,2.91,0.34%,2.94,2.94,2.83,"170,854",4/1/2025
ARB IOT GROUP LTD.,0.69,-1.47%,0.6793,0.7099,0.665,"26,888",4/1/2025
ARBE ROBOTICS,1.03,0.00%,1.06,1.07,1.03,"148,104",4/1/2025
ARBUTUS BIOPHARMA,3.53,1.15%,3.46,3.6,3.42,"267,591",4/1/2025
ARCADIA BIOSCIENCES INC.,2.93,-1.35%,2.93,2.93,2.93,611,4/1/2025
ARCBEST CORP.,70.1,-0.68%,70.05,70.25,69.57,"4,178",4/1/2025
