Name,Current price,Change(%),Open,High,Low,Volume,date
A2Z CUST2MATE SOLUTIONS,7.2,1.41%,7.16,7.27,6.88,"37,076",4/8/2025
AAON INC.,75.49,1.29%,77.97,79.49,75.33,"132,068",4/8/2025
AARDVARK THERAPEUTICS INC.,8.02,1.01%,8.07,8.3,8.02,"4,092",4/8/2025
ABACUS GLOBAL MANAGEMENT,25.13,0.52%,25.2,25.25,25,"4,236",4/8/2025
ABACUS GLOBAL MANAGEMENT INC.,7.07,0.43%,7.3,7.6,7.04,"71,028",4/8/2025
ABCELLERA BIOLOGICS INC.,2.01,-1.95%,2.13,2.14,1.98,"1,549,783",4/8/2025
ABEONA THERAPEUTICS INC.,4.49,-0.44%,4.76,4.84,4.47,"328,672",4/8/2025
ABITS GROUP INC,1.79,19.33%,1.5,1.9,1.4,"20,187",4/8/2025
ABIVAX SA ADS,5.62,7.46%,5.5,5.72,5.5,"61,603",4/8/2025
ABLE VIEW GLOBAL INC.,0.91,4.60%,0.899,0.935,0.899,"1,961",4/8/2025
ABOVE FOOD INGREDIENTS INC.,0.4731,1.72%,0.5,0.66,0.47,"56,352",4/8/2025
ABPRO HOLDINGS INC,0.29,-4.98%,0.296,0.3343,0.288,"84,731",4/8/2025
ABSCI CORP.,2.33,0.43%,2.44,2.49,2.31,"845,995",4/8/2025
ABVC BIOPHARMA INC.,0.995,19.88%,0.795,0.9999,0.795,"237,472",4/8/2025
AC IMMUNE SA,1.6,0.63%,1.68,1.75,1.59,"66,998",4/8/2025
ACACIA RESEARCH,3.08,2.67%,3.05,3.18,3.01,"136,233",4/8/2025
ACADEMY SPORTS AND OUTDOORS,36.85,1.26%,38.06,38.63,36.61,"497,647",4/8/2025
ACADIA HEALTHCARE CO.,27.58,4.39%,27.16,28.05,26.89,"253,620",4/8/2025
ACADIA PHARMACEUTICALS INC.,14.65,0.27%,14.82,15.22,14.63,"277,088",4/8/2025
ACCELERATE DIAGNOSTICS INC.,0.6788,9.13%,0.622,0.704,0.622,"10,366",4/8/2025
ACCOLADE INC.,7.02,0.00%,7.03,7.03,7.01,"4,585,688",4/8/2025
ACCURAY INC.,1.61,2.55%,1.65,1.65,1.6,"266,630",4/8/2025
ACELYRIN INC.,2.28,-1.30%,2.37,2.47,2.28,"273,523",4/8/2025
ACHIEVE LIFE SCIENCES INC.,2.16,-2.70%,2.29,2.35,2.16,"43,676",4/8/2025
ACHILLES THERAPEUTICS PLC ADS,1.48,0.00%,1.48,1.5,1.45,"1,204,122",4/8/2025
ACI WORLDWIDE INC.,50.79,2.19%,51.86,52.24,50.64,"240,271",4/8/2025
ACLARION INC.,9.02,0.56%,8.97,9.66,8.8,"22,591",4/8/2025
ACLARIS THERAPEUTICS INC.,1.28,-3.76%,1.39,1.42,1.28,"285,844",4/8/2025
ACM RESEARCH INC.,19.74,3.08%,20.15,20.27,19.41,"857,986",4/8/2025
ACNB CORP.,39.43,2.12%,39.51,39.74,39.41,"2,732",4/8/2025
ACRIVON THERAPEUTICS INC.,1.38,-0.72%,1.49,1.7,1.36,"71,962",4/8/2025
ACTELIS NETWORKS INC.,0.6302,12.54%,0.64,0.653,0.621,"45,186",4/8/2025
ACUMEN PHARMACEUTICALS INC.,0.99,-5.71%,1.11,1.11,0.98,"47,130",4/8/2025
ACURX PHARMACEUTICALS INC.,0.332,1.16%,0.33,0.3334,0.3271,"24,432",4/8/2025
ADAGENE INC. ADS,1.5,-2.60%,1.54,1.54,1.5,668,4/8/2025
ADAGIO MEDICAL HLD.,0.763,-1.54%,0.83,0.9098,0.763,"5,968",4/8/2025
ADAPTHEALTH CORP.,9.48,-0.84%,9.6,9.81,9.4,"157,321",4/8/2025
ADAPTIMMUNE THERAPEUTICS PLC ADS,0.2267,-11.58%,0.2774,0.3013,0.2242,"872,361",4/8/2025
ADAPTIVE BIOTECHNOLOGIES,8.02,4.16%,8.08,8.49,7.93,"1,018,623",4/8/2025
ADDENTAX GROUP CORP.,0.665,0.76%,0.7278,0.74,0.664,"1,978",4/8/2025
ADDEX THERAPEUTICS LTD ADS,7.16,0.00%,6.8,7.39,6.6,"8,799",4/8/2025
ADDUS HOMECARE CORP.,98.75,1.80%,98.79,100.24,97.22,"19,922",4/8/2025
ADEIA INC.,11.72,3.44%,11.91,11.92,11.71,"87,772",4/8/2025
ADIAL PHARMACEUTICALS INC,0.7264,0.89%,0.72,0.74,0.6527,"56,000",4/8/2025
ADICET BIO INC.,0.6296,1.53%,0.659,0.66,0.6208,"33,948",4/8/2025
ADITXT INC.,3.54,-4.84%,3.67,3.79,3.5,"41,016",4/8/2025
ADLAI NORTYE,1.83,-2.14%,1.85,1.85,1.71,"2,530",4/8/2025
ADMA BIOLOGICS INC,18.63,1.25%,19.2,19.49,18.52,"943,947",4/8/2025
ADOBE INC.,345.49,1.41%,350.1,350.74,344.67,"799,191",4/8/2025
ADS-TEC ENERGY PLC,11.73,1.91%,11.73,11.93,11.53,"3,012",4/8/2025
ADTRAN HOLDINGS INC.,7.65,2.68%,7.85,7.93,7.63,"164,015",4/8/2025
ADURO CLEAN TECHNOLOGIES INC.,3.89,1.04%,4.03,4.08,3.82,"47,256",4/8/2025
ADVANCED BIOMED INC.,2.5,-13.79%,2.89,2.89,2.5,"4,716",4/8/2025
ADVANCED ENERGY INDUSTRIES,83.92,2.43%,85.5,86.53,83.39,"42,060",4/8/2025
ADVANCED FLOWER CAPITAL INC.,4.82,-2.82%,5.06,5.11,4.8,"122,763",4/8/2025
ADVANCED MICRO DEVICES INC.,85.69,2.45%,86.14,88.93,85.57,"16,616,883",4/8/2025
ADVANTAGE SOLUTIONS INC.,1.21,-3.20%,1.28,1.32,1.2,"137,250",4/8/2025
ADVENT TECHNOLOGIES HLD.,3.43,11.73%,3.34,3.65,3.22,"5,652",4/8/2025
ADVERUM BIOTECHNOLOGIES INC.,3.7,1.93%,3.8,3.8,3.64,"17,136",4/8/2025
AEHR TEST SYSTEMS,7.05,-2.35%,7.52,7.64,7,"233,041",4/8/2025
AELUMA INC.,6.24,1.96%,6.41,6.41,6.19,"1,845",4/8/2025
AEMETIS INC,1.91,10.40%,1.8,2.01,1.8,"848,315",4/8/2025
AERIES TECHNOLOGY INC.  ORD.,0.6074,0.30%,0.64,0.65,0.57,"49,582",4/8/2025
AEROVATE THERAPEUTICS INC.,2.54,0.79%,2.56,2.56,2.52,"51,654",4/8/2025
AEROVIRONMENT INC.,118.44,4.46%,120.82,122.49,116.61,"90,943",4/8/2025
AERSALE CORP.,7.05,4.44%,7,7.1,6.81,"458,603",4/8/2025
AETHLON MEDICAL INC.,0.3625,-1.97%,0.37,0.3789,0.35,"62,505",4/8/2025
AEVA TECHNOLOGIES INC.,6.38,0.63%,6.56,6.72,6.35,"306,697",4/8/2025
AEYE INC.,0.5476,2.45%,0.5345,0.56,0.5345,"72,492",4/8/2025
AFFIMED N.V.,0.6099,6.98%,0.58,0.6242,0.5702,"34,780",4/8/2025
AFFINITY BANCSHARES INC.,17.69,1.09%,17.77,17.79,17.69,"1,142",4/8/2025
AFFIRM HOLDINGS INC.,38.75,3.14%,40.24,41.12,38.63,"3,922,887",4/8/2025
AFYA LTD.,16.97,-0.12%,16.48,17.51,16.48,"20,409",4/8/2025
AGAPE ATP CORP.,1.63,5.84%,1.44,1.68,1.39,"402,752",4/8/2025
AGENUS INC.,1.85,0.54%,1.9,1.9,1.8,"92,632",4/8/2025
AGILYSYS INC.,69.23,3.04%,69.48,70.68,68.93,"38,566",4/8/2025
AGIOS PHARMACEUTICALS INC.,25.3,-2.32%,26.7,26.98,25.3,"56,408",4/8/2025
AGM GROUP HOLDINGS INC.,0.0349,-19.40%,0.0372,0.0387,0.0335,"7,175,210",4/8/2025
AGNC INVESTMENT,23.95,2.13%,23.73,24,23.73,"26,539",4/8/2025
AGNC INVESTMENT,24.32,1.33%,24.26,24.47,24.26,"40,346",4/8/2025
AGNC INVESTMENT,8.91,2.89%,8.99,9.05,8.86,"14,637,902",4/8/2025
AGNC INVESTMENT,24.93,2.17%,24.88,25.04,24.67,"36,260",4/8/2025
AGNC INVESTMENT,24.83,1.80%,24.83,24.83,24.59,"3,803",4/8/2025
AGNC INVESTMENT,24.56,1.28%,24.43,24.75,24.43,"38,117",4/8/2025
AGORA INC. ADS,3.14,-1.57%,3.26,3.35,3.14,"416,836",4/8/2025
AGRICULTURE & NATURAL SOLUTIONS ACQUISI,10.66,0.00%,10.66,10.66,10.66,"3,441",4/8/2025
AGRICULTURE & NATURAL SOLUTIONS ACQUISI,10.79,0.00%,10.79,10.79,10.79,193,4/8/2025
AGRIFORCE  GROWING SYSTEMS,1.18,3.51%,1.15,1.22,1.13,"35,575",4/8/2025
AGRIFY CORP.,18.75,5.81%,17.25,18.75,17.25,"1,904",4/8/2025
AI TRANSPORTATION ACQUISITION CORP,11.01,0.09%,11.01,11.01,11.01,159,4/8/2025
AI TRANSPORTATION ACQUISITION CORP RIGH,0.1704,0.00%,0.192,0.1964,0.1557,815,4/8/2025
AI TRANSPORTATION ACQUISITION CORP UNIT,11.1,0.00%,11.08,11.11,11.07,841,4/8/2025
AIFEEX NEXUS ACQUISITION,10.28,0.39%,10.28,10.28,10.28,100,4/8/2025
AIFEEX NEXUS ACQUISITION,0.28,0.00%,0.208,0.28,0.2,"2,330",4/8/2025
AIFEEX NEXUS ACQUISITION,10.04,-0.10%,10.05,10.05,10.03,"2,649",4/8/2025
AIMEI HEALTH TECHNOLOGY CO. LTD ORD.,10.97,-0.18%,10.97,10.97,10.97,250,4/8/2025
AIMEI HEALTH TECHNOLOGY CO. LTD RIGHT,0.36,0.00%,0.36,0.36,0.36,390,4/8/2025
AIMEI HEALTH TECHNOLOGY CO. LTD UNIT,11.25,0.00%,11.39,11.39,11.21,"1,726",4/8/2025
AIMFINITY INVESTMENT,14.02,0.00%,14.37,14.37,14.02,306,4/8/2025
AIMFINITY INVESTMENT,13.47,0.00%,14.35,14.35,13.43,490,4/8/2025
AINOS INC.,0.5185,4.22%,0.535,0.535,0.5071,"41,806",4/8/2025
AIR T,15.25,-0.85%,15.75,15.75,14.36,"5,800",4/8/2025
AIR T INC.,15.4,0.00%,15.4,15.4,15.4,"2,822",4/8/2025
AIR TRANSPORT SERVICES GROUP,22.42,0.45%,22.4,22.44,22.4,"844,271",4/8/2025
AIRBNB INC.,109.38,2.90%,110.74,112.97,109,"1,866,545",4/8/2025
AIRGAIN INC.,3.68,5.14%,3.68,3.75,3.68,"3,037",4/8/2025
AIRJOULE TECHNOLOGIES,4.88,-1.41%,5.17,5.17,4.88,"2,010",4/8/2025
AIRNET TECHNOLOGY INC. ADS,0.578,19.67%,0.54,0.6096,0.5001,"412,956",4/8/2025
AIRSCULPT TECHNOLOGIES INC.,1.86,-3.63%,2.03,2.06,1.86,"23,618",4/8/2025
AIRSHIP AI HOLDINGS INC,3.71,1.09%,4,4.09,3.66,"283,299",4/8/2025
AIX INC. ADS,0.1784,-2.14%,0.1816,0.1908,0.1753,"264,052",4/8/2025
AKAMAI TECHNOLOGIES INC.,71.82,1.25%,73.77,73.85,71.5,"595,361",4/8/2025
AKANDA CORP.,1.15,-1.71%,1.17,1.17,1.05,"8,633",4/8/2025
AKARI THERAPEUTICS PLC ADS,1.23,6.03%,1.13,1.27,1.13,"9,941",4/8/2025
AKEBIA THERAPEUTICS INC.,1.75,-1.13%,1.85,1.85,1.75,"913,904",4/8/2025
AKERO THERAPEUTICS INC.,36.5,1.47%,37,39.23,36.4,"329,137",4/8/2025
AKOYA BIOSCIENCES INC.,1.15,-1.71%,1.22,1.25,1.15,"17,188",4/8/2025
AKSO HEALTH GROUP ADS,0.8814,-2.07%,0.85,0.91,0.84,"14,851",4/8/2025
ALARM.COM HOLDINGS INC.,51.28,1.65%,52.14,52.14,50.39,"37,136",4/8/2025
ALARUM TECHNOLOGIES,5.94,-0.83%,6.37,6.37,5.9,"46,301",4/8/2025
ALAUNOS THERAPEUTICS INC.,2.89,-3.67%,3.07,3.16,2.81,"58,101",4/8/2025
ALCHEMY INVESTMENTS ACQUISITION CORP 1,11.48,0.00%,11.48,11.48,11.48,394,4/8/2025
ALCHEMY INVESTMENTS ACQUISITION CORP 1,11.36,0.00%,11.36,11.36,11.36,149,4/8/2025
ALDEL FINANCIAL II INC.,10.09,-0.10%,10.12,10.12,10.09,"1,000",4/8/2025
ALDEL FINANCIAL II INC. UNITS,10.22,0.00%,10.22,10.22,10.22,180,4/8/2025
ALDEYRA THERAPEUTICS INC.,2.08,6.67%,2.05,2.31,2.05,"1,376,006",4/8/2025
ALEANNA INC.,10.5,16.41%,9.51,10.82,9.51,"24,149",4/8/2025
ALECTOR INC.,1.01,0.00%,1.07,1.1,1,"179,600",4/8/2025
ALERUS FINANCIAL,16.51,0.24%,16.9,16.94,16.51,"5,232",4/8/2025
ALGOMA STEEL GROUP INC.,4.41,-7.16%,4.99,4.99,4.41,"761,418",4/8/2025
ALGORHYTHM HOLDINGS INC.,2.44,11.42%,2.32,2.6,2.27,"55,097",4/8/2025
ALICO INC.,28.86,-0.55%,29.47,29.52,28.67,"11,990",4/8/2025
ALIGN TECHNOLOGY INC.,153.04,-0.20%,158.53,158.96,152.25,"168,214",4/8/2025
ALIGNMENT HEALTHCARE INC.,19.83,11.28%,19.73,21.06,19.68,"2,458,947",4/8/2025
ALIGOS THERAPEUTICS INC.,4.87,-3.56%,5.57,5.79,4.87,"75,154",4/8/2025
ALKAMI TECHNOLOGY INC.,23.29,1.97%,24.04,24.7,23.09,"253,135",4/8/2025
ALKERMES PLC,29.49,0.00%,30.07,30.1,29.45,"235,067",4/8/2025
ALLAKOS INC.,0.3198,0.09%,0.32,0.3228,0.3169,"79,141",4/8/2025
ALLARITY THERAPEUTICS INC.,0.7976,0.23%,0.8042,0.84,0.7898,"358,675",4/8/2025
ALLBIRDS INC.,4.63,8.18%,4.68,4.93,4.45,"54,028",4/8/2025
ALLEGIANT TRAVEL CO.,45.97,0.11%,47.6,48.1,45.44,"82,920",4/8/2025
ALLEGRO MICROSYSTEMS INC.,20.25,-3.85%,21.92,21.92,20.22,"702,479",4/8/2025
ALLIANCE ENTERTAINMENT HOLDING,2.97,-0.34%,2.89,3.31,2.38,"35,037",4/8/2025
ALLIANCE RESOURCE PARTNERS L.P.,26.4,7.01%,25.36,26.84,25.35,"241,353",4/8/2025
ALLIANT ENERGY CORP.,60.5,1.15%,60.38,61.08,59.9,"289,762",4/8/2025
ALLIED GAMING & ENTERTAINMENT,0.9233,-4.81%,0.9527,0.97,0.9134,"11,403",4/8/2025
ALLIENT INC.,20.2,-1.22%,21.13,21.13,20.2,"6,784",4/8/2025
ALLOGENE THERAPEUTICS INC.,1.37,-4.20%,1.49,1.57,1.36,"937,911",4/8/2025
ALLOT,5.01,6.37%,4.96,5.16,4.96,"150,693",4/8/2025
ALNYLAM PHARMACEUTICALS INC.,231.78,-0.50%,246.15,246.15,231.78,"127,287",4/8/2025
ALPHA AND OMEGA SEMICONDUCTOR,19.42,0.52%,20.6,20.8,19.42,"122,508",4/8/2025
ALPHA COGNITION INC.,4.79,8.13%,4.5,4.82,4.5,"43,927",4/8/2025
ALPHA MODUS HOLDINGS INC.,1.14,0.88%,1.2,1.2,1.11,"15,206",4/8/2025
ALPHA TAU MEDICAL,2.51,2.45%,2.57,2.57,2.5,"6,820",4/8/2025
ALPHA TECHNOLOGY GROUP,31.5,1.55%,31.5,31.5,31.5,148,4/8/2025
ALPHA TEKNOVA INC.,4.94,9.53%,5.16,5.32,4.92,"660,114",4/8/2025
ALPHABET INC. CLASS A,149.73,2.03%,151.22,152.24,149.13,"10,763,483",4/8/2025
ALPHABET INC. CLASS C,151.9,1.78%,153.57,154.44,151.31,"7,004,498",4/8/2025
ALPHATEC HOLDINGS INC.,10.18,1.70%,10.24,10.41,10.1,"309,393",4/8/2025
ALPHATIME ACQUISITION CORP,11.61,0.00%,11.61,11.61,11.61,"1,935",4/8/2025
ALPHATIME ACQUISITION CORP RIGHT,0.1605,0.00%,0.1816,0.1816,0.1605,"4,756",4/8/2025
ALPHATIME ACQUISITION CORP UNIT,11.63,0.00%,11.79,12.09,11.63,"2,700",4/8/2025
ALPHAVEST ACQUISITION CORP,11.59,0.00%,11.59,11.59,11.59,"24,758",4/8/2025
ALPHAVEST ACQUISITION CORP RIGHT,0.2399,-2.56%,0.2399,0.2399,0.2399,"5,760",4/8/2025
ALPHAVEST ACQUISITION CORP UNIT,11.31,0.00%,11.31,11.51,11.3,"3,000",4/8/2025
ALSET INC.,0.78,2.90%,0.7843,0.8188,0.775,"33,976",4/8/2025
ALT5 SIGMA CORP.,4.3,0.94%,4.5,4.53,4.3,"33,279",4/8/2025
ALTAIR ENGINEERING INC.,111.85,0.00%,111.8,111.91,111.7,"1,023,492",4/8/2025
ALTERITY THERAPEUTICS,2.55,-7.61%,2.68,2.68,2.55,"15,880",4/8/2025
ALTI GLOBAL INC.,2.79,-3.13%,2.94,2.98,2.78,"5,721",4/8/2025
ALTIMMUNE INC.,3.91,-1.76%,4.12,4.21,3.9,"680,158",4/8/2025
ALTISOURCE PORTFOLIO SOLUTIONS S.A.,0.8468,-7.96%,0.93,0.94,0.8393,"68,840",4/8/2025
ALTO INGREDIENTS INC.,0.8837,1.57%,0.91,0.9122,0.87,"141,018",4/8/2025
ALUMIS INC.,8,-20.56%,9.63,9.73,7.92,"185,733",4/8/2025
ALVOTECH,8.45,1.56%,8.57,8.71,8.42,"43,016",4/8/2025
ALX ONCOLOGY HLD.,0.5166,-3.49%,0.5331,0.5765,0.5166,"77,046",4/8/2025
ALZAMEND NEURO INC.,0.9501,2.28%,0.98,0.98,0.9501,"7,300",4/8/2025
AMALGAMATED FINANCIAL,26.65,1.72%,27.03,27.24,26.62,"21,084",4/8/2025
AMARIN CORP.,0.4211,3.21%,0.4168,0.4276,0.396,"922,594",4/8/2025
AMAZON.COM INC.,178.19,1.67%,185.23,185.9,178.18,"23,037,411",4/8/2025
AMBARELLA INC.,42.94,3.05%,43.46,44.42,42.38,"123,716",4/8/2025
AMBER INTERNATIONAL HOLDING,10.77,5.18%,10.57,11,10.44,"17,393",4/8/2025
AMC NETWORKS INC.,5.8,-2.85%,6.26,6.26,5.79,"93,370",4/8/2025
AMDOCS LTD.,82.47,0.48%,83.8,83.8,82.18,"148,837",4/8/2025
AMEDISYS INC,92.04,0.37%,92.25,92.47,91.88,"34,849",4/8/2025
AMERICA S CAR-MART INC.,44.04,0.85%,45.33,47.93,44.04,"5,419",4/8/2025
AMERICAN AIRLINES GROUP INC.,9.7,-0.10%,10.05,10.07,9.58,"27,918,695",4/8/2025
AMERICAN BATTERY TECHNOLOGY CO.,0.977,-0.81%,1,1.03,0.9644,"244,225",4/8/2025
AMERICAN COASTAL INSURANCE,10.61,0.76%,10.92,10.94,10.57,"28,717",4/8/2025
AMERICAN ELECTRIC POWER CO.,102.67,1.08%,102.28,103.41,100.92,"825,041",4/8/2025
AMERICAN OUTDOOR BRANDS INC.,11.08,3.75%,11.01,11.49,10.91,"12,462",4/8/2025
AMERICAN PUBLIC EDUCATION INC.,23.17,4.60%,22.96,23.7,22.73,"20,904",4/8/2025
AMERICAN REBEL HLD.,7.6,-28.37%,10.91,13.6,7.53,"1,090,528",4/8/2025
AMERICAN RESOURCES,0.4333,1.38%,0.4496,0.4599,0.419,"301,412",4/8/2025
AMERICAN SUPERCONDUCTOR,16.75,0.84%,17.82,17.9,16.69,"142,213",4/8/2025
AMERICAN WOODMARK,55.72,-0.02%,57.38,59.63,55.72,"9,471",4/8/2025
AMERISAFE INC.,49.08,2.25%,48.32,49.41,48.32,"7,272",4/8/2025
AMERISERV FINANCIAL INC.,2.26,-0.44%,2.29,2.32,2.26,"18,623",4/8/2025
AMES NATIONAL CORP.,16.72,-2.11%,17.36,17.36,16.7,"2,724",4/8/2025
AMESITE INC.,2.2,0.46%,2.21,2.28,2.18,"3,613",4/8/2025
AMGEN INC.,290.59,0.31%,289.25,294.01,288.46,"493,557",4/8/2025
AMICUS THERAPEUTICS INC.,7.03,-1.68%,7.36,7.41,7.03,"507,782",4/8/2025
AMKOR TECHNOLOGY INC.,15.81,2.86%,15.91,16.16,15.69,"527,696",4/8/2025
AMMO,22.25,2.30%,22.16,22.25,21.52,"2,006",4/8/2025
AMMO INC.,1.29,0.00%,1.29,1.34,1.27,"116,845",4/8/2025
AMNEAL PHARMACEUTICALS INC.,7.2,-0.14%,7.42,7.42,7.2,"564,774",4/8/2025
AMPHASTAR PHARMACEUTICALS INC.,25.33,1.32%,25.47,25.66,25.01,"129,781",4/8/2025
AMPLITECH GROUP INC.,1.29,-0.77%,1.39,1.39,1.29,"75,598",4/8/2025
AMPLITUDE INC.,8.91,-0.34%,9.37,9.5,8.89,"264,446",4/8/2025
AMTECH SYSTEMS INC.,4.61,0.44%,4.71,4.71,4.51,"15,580",4/8/2025
AMYLYX PHARMACEUTICALS INC.,3.43,-0.87%,3.65,3.65,3.42,"75,176",4/8/2025
AN2 THERAPEUTICS INC.,1.28,3.23%,1.26,1.33,1.24,"89,902",4/8/2025
ANALOG DEVICES INC.,173.58,1.31%,175.38,179.24,173.14,"1,035,468",4/8/2025
ANAPTYSBIO INC.,18.08,1.69%,18.08,18.69,17.34,"161,782",4/8/2025
ANAVEX LIFE SCIENCES,8.14,-2.28%,8.53,8.69,8.11,"291,274",4/8/2025
ANBIO BIOTECHNOLOGY,7.03,-2.09%,7.05,7.43,6.98,"25,772",4/8/2025
ANDRETTI ACQUISITION,10.16,0.00%,10.16,10.16,10.16,"3,093",4/8/2025
ANDRETTI ACQUISITION,10.19,0.00%,10.2,10.2,10.19,246,4/8/2025
ANEBULO PHARMACEUTICALS INC.,1.03,1.98%,1.03,1.03,1.03,200,4/8/2025
ANGHAMI INC.,0.5799,1.38%,0.57,0.584,0.56,"13,907",4/8/2025
ANGI INC.,15.76,0.00%,15.84,16.08,15.76,606,4/8/2025
ANGI INC.,12.57,3.37%,12.62,12.85,12.14,"707,070",4/8/2025
ANGIODYNAMICS INC.,9.53,2.36%,9.54,9.86,9.43,"177,497",4/8/2025
ANI PHARMACEUTICALS INC.,65.59,-2.09%,68.25,68.35,65.18,"21,662",4/8/2025
ANIKA THERAPEUTICS INC.,13.63,-2.08%,14.11,14.15,13.63,"3,124",4/8/2025
ANIXA BIOSCIENCES INC.,2.56,2.81%,2.61,2.61,2.52,"3,619",4/8/2025
ANNEXON INC.,1.65,1.23%,1.75,1.77,1.64,"398,747",4/8/2025
ANSYS INC.,292.8,3.03%,289.8,294.74,287.42,"118,090",4/8/2025
ANTELOPE ENTERPRISE HLD.,2.5,-3.10%,2.27,2.56,2.01,"137,308",4/8/2025
ANTERIS TECHNOLOGIES GLOBAL,2.96,2.07%,3,3.07,2.81,"52,236",4/8/2025
ANTERIX INC.,33.29,1.62%,33.49,33.88,33.07,"14,190",4/8/2025
APA CORP.,14.37,-3.94%,15.44,15.54,14.3,"3,463,594",4/8/2025
APELLIS PHARMACEUTICALS INC.,19.37,-2.17%,20.3,20.48,19.28,"328,655",4/8/2025
APOGEE ENTERPRISES INC.,44.32,1.05%,45.21,45.46,43.93,"15,477",4/8/2025
APOGEE THERAPEUTICS INC.,30.78,-4.71%,32.94,34.38,30.45,"103,512",4/8/2025
APOLLOMICS INC.,5.43,6.68%,5.09,5.57,5.09,"3,799",4/8/2025
APPFOLIO INC.,220.92,2.86%,222.51,224.24,215.89,"26,088",4/8/2025
APPIAN CORP.,26.61,2.74%,26.95,27.22,26.41,"49,356",4/8/2025
APPLE INC.,184.16,1.49%,186.7,190.34,184.11,"26,001,966",4/8/2025
APPLIED DIGITAL,5.39,2.47%,5.74,5.76,5.38,"7,795,538",4/8/2025
APPLIED DNA SCIENCES INC.,1.46,12.31%,1.4,1.6,1.33,"947,470",4/8/2025
APPLIED MATERIALS INC.,137.99,3.87%,138.4,140.7,137.95,"3,034,914",4/8/2025
APPLIED OPTOELECTRONICS INC.,11.81,5.16%,12.06,13.07,11.77,"2,779,483",4/8/2025
APPLIED THERAPEUTICS INC.,0.3851,-6.07%,0.4204,0.421,0.385,"367,131",4/8/2025
APPLOVIN CORP.,243.91,5.03%,255.05,261.61,243.59,"3,670,159",4/8/2025
APPTECH PAYMENTS,0.364,3.17%,0.3541,0.3727,0.3502,"28,437",4/8/2025
APREA THERAPEUTICS INC.,1.62,1.89%,1.56,1.8,1.56,"27,364",4/8/2025
APTEVO THERAPEUTICS INC.,1.16,-16.55%,1.25,1.4,1.16,"359,230",4/8/2025
APTORUM GROUP LTD.,0.773,8.87%,0.72,0.7961,0.72,"8,104",4/8/2025
APYX MEDICAL CORP.,1.13,13.00%,1.05,1.15,1.05,"14,320",4/8/2025
AQUA METALS INC.,1.62,-1.82%,1.7,1.72,1.6,"13,921",4/8/2025
AQUABOUNTY TECHNOLOGIES INC.,0.6699,2.51%,0.626,0.6801,0.626,"18,282",4/8/2025
AQUESTIVE THERAPEUTICS INC.,2.58,-1.53%,2.69,2.69,2.56,"342,098",4/8/2025
ARB IOT GROUP LTD.,0.625,2.38%,0.6246,0.6499,0.6,"32,147",4/8/2025
ARBE ROBOTICS,1.0113,6.44%,1.08,1.09,1,"669,647",4/8/2025
ARBUTUS BIOPHARMA,3.02,0.33%,3.05,3.19,3.02,"284,487",4/8/2025
ARCADIA BIOSCIENCES INC.,2.87,2.87%,2.96,2.96,2.67,"2,121",4/8/2025
ARCBEST CORP.,61.87,1.76%,64.94,65,61.47,"127,728",4/8/2025
ARCELLX INC.,56.99,0.60%,57.5,58.86,56.27,"90,588",4/8/2025
