Name,Current price,Change(%),Open,High,Low,Volume,date
ALARUM TECHNOLOGIES,6.65,-1.63%,6.89,6.89,6.64,"23,535",6/2/2025
ALAUNOS THERAPEUTICS INC.,2.45,-0.41%,2.57,2.57,2.45,"2,270",6/2/2025
ALCHEMY INVESTMENTS ACQUISITION CORP 1,11.48,0.00%,11.4,11.48,11.31,"51,684",6/2/2025
ALCHEMY INVESTMENTS ACQUISITION CORP 1,11.41,0.00%,11.41,11.41,11.41,367,6/2/2025
ALDEL FINANCIAL II INC.,10.45,0.29%,10.4,10.45,10.39,"39,891",6/2/2025
ALDEL FINANCIAL II INC. UNITS,10.95,0.00%,10.75,10.95,10.75,280,6/2/2025
ALDEYRA THERAPEUTICS INC.,2.14,-0.47%,2.15,2.21,2.08,"314,836",6/2/2025
ALEANNA INC.,9.4,0.43%,9.4,9.4,9.4,160,6/2/2025
ALECTOR INC.,1.33,0.00%,1.32,1.36,1.28,"310,505",6/2/2025
ALERUS FINANCIAL,20.76,-1.19%,20.93,21.24,20.68,"5,925",6/2/2025
ALGOMA STEEL GROUP INC.,4.98,-5.50%,4.76,5.01,4.72,"773,268",6/2/2025
ALGORHYTHM HOLDINGS INC.,2.67,6.37%,2.46,2.74,2.4,"56,813",6/2/2025
ALICO INC.,32.19,-0.19%,32.01,32.42,31.88,"2,680",6/2/2025
ALIGN TECHNOLOGY INC.,176.78,-2.30%,179.88,179.92,176.28,"196,800",6/2/2025
ALIGNMENT HEALTHCARE INC.,15.22,-0.98%,15.41,15.59,15.04,"372,020",6/2/2025
ALIGOS THERAPEUTICS INC.,5.26,-0.57%,5.26,5.56,5.12,"11,160",6/2/2025
ALKAMI TECHNOLOGY INC.,28.18,-1.61%,28.42,28.75,28.05,"146,537",6/2/2025
ALKERMES PLC,30.69,0.26%,30.61,31.01,30.25,"125,548",6/2/2025
ALLAKOS INC.,0.3291,0.00%,0.3283,0.3295,0.3283,"725,841",6/2/2025
ALLARITY THERAPEUTICS INC.,0.8939,3.16%,0.9,0.93,0.8822,"226,003",6/2/2025
ALLBIRDS INC.,6.98,-0.99%,6.95,6.98,6.81,"2,146",6/2/2025
ALLEGIANT TRAVEL CO.,55.79,0.38%,55.61,56.05,53.99,"38,136",6/2/2025
ALLEGRO MICROSYSTEMS INC.,25.55,0.79%,25.42,25.65,25.19,"150,340",6/2/2025
ALLIANCE ENTERTAINMENT HOLDING,2.86,1.06%,2.88,2.88,2.83,"2,869",6/2/2025
ALLIANCE RESOURCE PARTNERS L.P.,26.1,0.27%,26.2,26.38,25.69,"254,979",6/2/2025
ALLIANT ENERGY CORP.,61.96,-0.43%,61.9,62.01,61.5,"214,999",6/2/2025
ALLIED GAMING & ENTERTAINMENT,2.85,-5.32%,3.01,3.01,2.71,"35,771",6/2/2025
ALLIENT INC.,30.41,0.03%,30.59,31.2,30,"10,851",6/2/2025
ALLOGENE THERAPEUTICS INC.,1.27,8.55%,1.19,1.29,1.18,"1,472,590",6/2/2025
ALLOT,8.43,-2.20%,8.7,8.77,8.36,"84,264",6/2/2025
ALNYLAM PHARMACEUTICALS INC.,302.48,-0.68%,303.1,307.19,299.52,"200,658",6/2/2025
ALPHA AND OMEGA SEMICONDUCTOR,21.11,-0.52%,21.19,21.45,20.66,"42,753",6/2/2025
ALPHA COGNITION INC.,9.71,4.07%,9.9,10.19,9.35,"34,398",6/2/2025
ALPHA MODUS HOLDINGS INC.,1.02,-12.82%,1.16,1.17,1.01,"135,167",6/2/2025
ALPHA TAU MEDICAL,2.99,0.34%,2.97,3.06,2.95,"2,895",6/2/2025
ALPHA TECHNOLOGY GROUP,26.3,0.00%,25.8,27.77,25.8,"2,733",6/2/2025
ALPHA TEKNOVA INC.,5.71,-1.04%,5.74,5.79,5.59,"81,931",6/2/2025
ALPHABET INC. CLASS A,168.72,-1.76%,167.84,169.87,167.39,"7,130,257",6/2/2025
ALPHABET INC. CLASS C,169.99,-1.65%,169.01,171.06,168.65,"4,795,249",6/2/2025
ALPHATEC HOLDINGS INC.,12.27,-1.29%,12.42,12.44,12.07,"95,923",6/2/2025
ALPHATIME ACQUISITION CORP,11.7,0.00%,11.7,11.7,11.7,"1,328",6/2/2025
ALPHATIME ACQUISITION CORP RIGHT,0.1401,0.00%,0.14,0.1401,0.14,"20,025",6/2/2025
ALPHATIME ACQUISITION CORP UNIT,11.71,0.00%,11.71,11.71,11.71,101,6/2/2025
ALPHAVEST ACQUISITION CORP,11.78,0.00%,11.71,11.78,11.71,437,6/2/2025
ALPHAVEST ACQUISITION CORP RIGHT,0.2414,-13.79%,0.2414,0.2414,0.2414,500,6/2/2025
ALPHAVEST ACQUISITION CORP UNIT,11.85,0.00%,11.75,11.85,11.75,200,6/2/2025
ALSET INC.,0.792,-5.49%,0.83,0.8485,0.7903,"3,870",6/2/2025
ALT5 SIGMA CORP.,9.34,0.32%,9.48,9.49,8.65,"50,153",6/2/2025
ALTERITY THERAPEUTICS,4.45,-1.11%,4.47,4.5,4.45,778,6/2/2025
ALTI GLOBAL INC.,3.39,2.11%,3.32,3.39,3.32,"3,091",6/2/2025
ALTIMMUNE INC.,5.32,-2.03%,5.46,5.52,5.15,"711,907",6/2/2025
ALTISOURCE PORTFOLIO SOLUTIONS S.A.,5.76,2.49%,5.58,5.76,5.58,"10,741",6/2/2025
ALTO INGREDIENTS INC.,0.929,0.11%,0.9305,0.9417,0.9,"21,209",6/2/2025
ALUMIS INC.,3.4,-2.86%,3.6,3.6,3.33,"430,201",6/2/2025
ALVOTECH,11.39,-0.44%,11.45,11.62,11.3,"27,157",6/2/2025
ALX ONCOLOGY HLD.,0.481,-0.93%,0.4873,0.4949,0.4696,"22,815",6/2/2025
ALZAMEND NEURO INC.,3.8,-0.78%,3.9,3.91,3.6,"188,563",6/2/2025
AMALGAMATED FINANCIAL,29.87,-1.16%,30.14,30.47,29.57,"10,855",6/2/2025
AMARIN CORP.,12.07,4.14%,11.58,12.07,11.5,"20,717",6/2/2025
AMAZON.COM INC.,204.59,-0.20%,204.98,206.22,202.68,"5,926,740",6/2/2025
AMBARELLA INC.,51.65,-1.88%,52.6,52.89,51.49,"185,307",6/2/2025
AMBER INTERNATIONAL HOLDING,9.41,1.07%,9.3,9.88,9.3,"1,720",6/2/2025
AMC NETWORKS INC.,6.51,-1.51%,6.54,6.59,6.33,"52,667",6/2/2025
AMDOCS LTD.,91.68,-0.09%,91.78,91.91,90.75,"55,800",6/2/2025
AMEDISYS INC,94.1,0.03%,94,94.43,93.76,"24,332",6/2/2025
AMERICA S CAR-MART INC.,48.09,-3.36%,50.01,50.45,47.42,"6,591",6/2/2025
AMERICAN AIRLINES GROUP INC.,11.28,-1.14%,11.3,11.37,11.03,"18,964,679",6/2/2025
AMERICAN BATTERY TECHNOLOGY CO.,1.38,5.34%,1.31,1.42,1.31,"467,908",6/2/2025
AMERICAN COASTAL INSURANCE,11.08,2.59%,10.76,11.11,10.75,"223,036",6/2/2025
AMERICAN ELECTRIC POWER CO.,103.19,-0.29%,102.88,103.21,102.25,"200,976",6/2/2025
AMERICAN OUTDOOR BRANDS INC.,11.74,1.38%,11.67,11.93,11.53,"3,627",6/2/2025
AMERICAN PUBLIC EDUCATION INC.,29.09,-1.22%,29.22,29.39,28.52,"40,235",6/2/2025
AMERICAN REBEL HLD.,1.44,2.86%,1.39,1.64,1.39,"387,863",6/2/2025
AMERICAN RESOURCES,0.766,20.01%,0.701,0.883,0.6927,"4,022,535",6/2/2025
AMERICAN SUPERCONDUCTOR,29.15,3.15%,28.13,29.22,27.8,"145,817",6/2/2025
AMERICAN WOODMARK,54.66,-3.03%,56.03,57.5,54.31,"6,851",6/2/2025
AMERISAFE INC.,47.46,-0.02%,47.47,47.47,47.09,"2,281",6/2/2025
AMERISERV FINANCIAL INC.,2.84,1.07%,2.78,2.84,2.78,"6,929",6/2/2025
AMES NATIONAL CORP.,17.25,-0.86%,17.4,17.4,17.25,320,6/2/2025
AMESITE INC.,2.77,1.09%,2.77,2.92,2.77,"6,787",6/2/2025
AMGEN INC.,289,0.28%,285.64,289.19,284.77,"222,434",6/2/2025
AMICUS THERAPEUTICS INC.,6.13,0.99%,6.09,6.2,6.06,"428,440",6/2/2025
AMKOR TECHNOLOGY INC.,17.95,-0.39%,18.01,18.13,17.85,"204,495",6/2/2025
AMNEAL PHARMACEUTICALS INC.,7.37,0.68%,7.32,7.41,7.26,"216,448",6/2/2025
AMPHASTAR PHARMACEUTICALS INC.,25.8,0.35%,25.61,25.93,25.26,"40,853",6/2/2025
AMPLITECH GROUP INC.,2.22,3.26%,2.15,2.26,2.15,"49,638",6/2/2025
AMPLITUDE INC.,12.12,-2.18%,12.39,12.45,11.93,"147,488",6/2/2025
AMTECH SYSTEMS INC.,4.04,0.75%,4.06,4.14,3.98,"9,012",6/2/2025
AMYLYX PHARMACEUTICALS INC.,5.09,-1.17%,5.18,5.2,4.93,"107,604",6/2/2025
AN2 THERAPEUTICS INC.,1.07,0.94%,1.07,1.11,1.04,"213,334",6/2/2025
ANALOG DEVICES INC.,214.18,0.09%,212.4,215.01,212.21,"189,653",6/2/2025
ANAPTYSBIO INC.,22.1,-0.58%,22.4,22.82,21.8,"44,259",6/2/2025
ANAVEX LIFE SCIENCES,7.66,1.73%,7.5,7.72,7.48,"115,322",6/2/2025
ANBIO BIOTECHNOLOGY,7.99,1.52%,7.85,8.05,7.82,"12,086",6/2/2025
ANDRETTI ACQUISITION,10.35,0.00%,10.34,10.35,10.34,500,6/2/2025
ANDRETTI ACQUISITION,10.32,0.00%,10.32,10.32,10.32,"4,000",6/2/2025
ANEBULO PHARMACEUTICALS INC.,1.04,0.00%,1.04,1.04,1.04,112,6/2/2025
ANGHAMI INC.,0.5821,0.36%,0.65,0.65,0.57,"4,979",6/2/2025
ANGI INC.,15.76,0.70%,15.7,15.84,15.58,"115,574",6/2/2025
ANGIODYNAMICS INC.,10.3,0.98%,10.16,10.31,9.76,"171,520",6/2/2025
ANI PHARMACEUTICALS INC.,60.69,3.35%,58.7,60.69,58.7,"43,200",6/2/2025
ANIKA THERAPEUTICS INC.,11.04,-0.99%,11.15,11.39,10.95,"10,795",6/2/2025
ANIXA BIOSCIENCES INC.,2.94,14.40%,2.81,2.99,2.8,"97,376",6/2/2025
ANNEXON INC.,2.13,4.41%,2.07,2.15,2.01,"579,948",6/2/2025
ANSYS INC.,328.29,-0.76%,328.85,329.74,325.51,"100,742",6/2/2025
ANTALPHA PLATFORM HOLDING CO.,12.76,0.55%,12.52,12.9,12.52,"15,300",6/2/2025
ANTELOPE ENTERPRISE HLD.,2.07,-2.36%,2.12,2.12,2.05,"3,715",6/2/2025
ANTERIS TECHNOLOGIES GLOBAL,4.31,1.65%,4.22,4.36,4.05,"26,947",6/2/2025
ANTERIX INC.,25.35,-4.66%,26.57,26.57,25.32,"31,029",6/2/2025
APA CORP.,17.56,3.23%,17.7,17.79,17.3,"1,204,195",6/2/2025
APELLIS PHARMACEUTICALS INC.,18.55,9.57%,17.18,18.65,17.15,"595,783",6/2/2025
APOGEE ENTERPRISES INC.,38.03,-1.60%,38.59,38.59,37.78,"8,550",6/2/2025
APOGEE THERAPEUTICS INC.,36.83,0.52%,37,38.14,36.45,"108,450",6/2/2025
APOLLOMICS INC.,6.49,6.39%,6.25,6.88,6.22,"1,702",6/2/2025
APPFOLIO INC.,207.14,-1.91%,209.53,211.68,204.6,"13,067",6/2/2025
APPIAN CORP.,31.34,-0.51%,31.31,31.83,30.96,"55,401",6/2/2025
APPLE INC.,201.09,0.12%,200.28,202.13,200.12,"7,170,598",6/2/2025
APPLIED DIGITAL,9.5,39.09%,8.27,9.97,8.03,"89,501,950",6/2/2025
APPLIED DNA SCIENCES INC.,5.8257,1625.62%,5.12,6.9,5.12,"123,121",6/2/2025
APPLIED MATERIALS INC.,156.13,-0.40%,155.79,157.55,155.53,"836,844",6/2/2025
APPLIED OPTOELECTRONICS INC.,15.35,-0.45%,15.31,15.49,15.06,"360,533",6/2/2025
APPLIED THERAPEUTICS INC.,0.347,-1.78%,0.356,0.3631,0.346,"309,815",6/2/2025
APPLOVIN CORP.,391.95,-0.27%,392.31,401.76,381.6,"1,496,985",6/2/2025
APREA THERAPEUTICS INC.,1.85,6.32%,1.74,1.85,1.74,"4,683",6/2/2025
APTEVO THERAPEUTICS INC.,5.1,8.05%,4.78,5.59,4.7,"144,877",6/2/2025
APTORUM GROUP LTD.,0.92,0.00%,0.97,0.97,0.92,"6,132",6/2/2025
APYX MEDICAL CORP.,1.6,2.56%,1.57,1.61,1.41,"19,139",6/2/2025
AQUA METALS INC.,0.81,1.43%,0.83,0.84,0.81,"45,497",6/2/2025
AQUABOUNTY TECHNOLOGIES INC.,0.832,1.46%,0.8481,0.8481,0.8201,"6,317",6/2/2025
AQUESTIVE THERAPEUTICS INC.,2.73,0.74%,2.74,2.82,2.67,"270,953",6/2/2025
ARB IOT GROUP LTD.,7.08,1253.99%,6.72,7.3361,6.72,"10,272",6/2/2025
ARBE ROBOTICS,1.68,1.82%,1.65,1.71,1.63,"378,718",6/2/2025
ARBUTUS BIOPHARMA,3.37,0.30%,3.37,3.43,3.33,"83,325",6/2/2025
ARCADIA BIOSCIENCES INC.,4.72,0.21%,4.65,4.72,4.65,335,6/2/2025
ARCBEST CORP.,61.97,-1.15%,65.59,65.6,60.87,"56,317",6/2/2025
ARCELLX INC.,61.88,-0.29%,62.28,64.1,61,"56,146",6/2/2025
ARCH CAPITAL GROUP,95.28,0.25%,94.61,95.35,93.95,"133,018",6/2/2025
ARCH CAPITAL GROUP,16.79,-0.71%,16.91,16.92,16.79,"9,411",6/2/2025
ARCH CAPITAL GROUP,20.45,0.05%,20.39,20.45,20.38,"3,495",6/2/2025
ARCHIMEDES TECH SPAC PARTNERS II CO.,10.11,0.00%,10.11,10.11,10.11,519,6/2/2025
ARCHIMEDES TECH SPAC PARTNERS II CO. UN,10.22,0.00%,10.22,10.22,10.22,"1,276",6/2/2025
ARCTURUS THERAPEUTICS HLD.,12.9,2.95%,12.88,13.6,12.54,"115,072",6/2/2025
ARCUTIS BIOTHERAPEUTICS INC.,13.24,1.53%,13.12,13.51,13.12,"180,412",6/2/2025
ARDELYX INC.,3.79,3.27%,3.71,3.79,3.57,"1,118,452",6/2/2025
ARGENX SE ADS,574.46,0.21%,572.69,579.9,570.1,"25,131",6/2/2025
ARGO BLOCKCHAIN PLC 8.75% SENIOR NOTES,6.58,-0.30%,6.7,6.7,6.58,241,6/2/2025
ARGO BLOCKCHAIN PLC ADS,0.3544,-2.90%,0.377,0.377,0.3431,"169,413",6/2/2025
ARHAUS INC.,8.44,-6.01%,8.89,8.89,8.36,"309,830",6/2/2025
ARK RESTAURANTS,10.2,-3.95%,11.33,11.33,10.2,300,6/2/2025
ARKO CORP.,4.28,0.00%,4.28,4.3,4.21,"40,265",6/2/2025
ARM HOLDINGS PLC ADS,125.3,0.61%,124.8,125.79,123.59,"696,674",6/2/2025
