Name,Current price,Change(%),Open,High,Low,Volume,date
ALICO INC.,31.29,0.13%,31.25,31.47,31.25,"1,341",6/9/2025
ALIGN TECHNOLOGY INC.,179.4,-0.68%,182.13,183,179.1,"83,423",6/9/2025
ALIGNMENT HEALTHCARE INC.,14.94,-1.84%,15.36,15.69,14.91,"169,082",6/9/2025
ALIGOS THERAPEUTICS INC.,7.16,-0.56%,7.54,7.62,7.05,"44,901",6/9/2025
ALKAMI TECHNOLOGY INC.,30.38,-0.26%,30.53,30.99,30.35,"55,316",6/9/2025
ALKERMES PLC,31.5,-0.66%,31.95,32.35,31.39,"121,377",6/9/2025
ALLAKOS INC.,0.33,0.00%,0.33,0.33,0.33,"725,841",6/9/2025
ALLARITY THERAPEUTICS INC.,0.8369,-1.09%,0.87,0.8716,0.83,"91,073",6/9/2025
ALLBIRDS INC.,9.18,7.37%,8.79,9.29,8.69,"44,533",6/9/2025
ALLEGIANT TRAVEL CO.,57.35,-1.55%,59.1,59.81,57.08,"24,580",6/9/2025
ALLEGRO MICROSYSTEMS INC.,29.73,3.19%,29.27,29.97,29.13,"291,687",6/9/2025
ALLIANCE ENTERTAINMENT HOLDING,3.56,-1.11%,3.6,3.6,3.52,"5,681",6/9/2025
ALLIANCE RESOURCE PARTNERS L.P.,25.74,-0.04%,25.75,25.82,25.62,"35,989",6/9/2025
ALLIANT ENERGY CORP.,60.16,-0.53%,60.34,60.42,60.02,"117,448",6/9/2025
ALLIED GAMING & ENTERTAINMENT,2.86,-0.69%,2.79,2.88,2.66,"20,223",6/9/2025
ALLIENT INC.,33.01,3.48%,32.16,33.12,32.16,"23,051",6/9/2025
ALLOGENE THERAPEUTICS INC.,1.39,-2.11%,1.45,1.5,1.37,"755,476",6/9/2025
ALLOT,8.95,0.11%,9,9,8.77,"54,653",6/9/2025
ALNYLAM PHARMACEUTICALS INC.,302.23,0.47%,303.8,305,297.67,"55,005",6/9/2025
ALPHA AND OMEGA SEMICONDUCTOR,24.26,5.62%,23.46,24.51,23.45,"49,451",6/9/2025
ALPHA COGNITION INC.,9.1,-2.99%,9.38,9.5,8.83,"15,605",6/9/2025
ALPHA MODUS HOLDINGS INC.,1.18,-5.60%,1.25,1.25,1.18,"36,113",6/9/2025
ALPHA TAU MEDICAL,3,-0.66%,3.04,3.04,2.88,"44,015",6/9/2025
ALPHA TECHNOLOGY GROUP,24.75,0.12%,24.75,24.75,24.75,329,6/9/2025
ALPHA TEKNOVA INC.,6.08,2.53%,5.87,6.14,5.71,"93,900",6/9/2025
ALPHABET INC. CLASS A,175.17,0.86%,174.54,176.47,174.37,"6,557,640",6/9/2025
ALPHABET INC. CLASS C,176.49,0.90%,175.87,177.67,175.66,"3,455,017",6/9/2025
ALPHATEC HOLDINGS INC.,12.02,-5.58%,12.74,12.97,11.5,"1,015,633",6/9/2025
ALPHATIME ACQUISITION CORP,11.7,0.00%,11.7,11.7,11.7,"1,328",6/9/2025
ALPHATIME ACQUISITION CORP RIGHT,0.1599,-12.96%,0.18,0.19,0.14,"82,017",6/9/2025
ALPHATIME ACQUISITION CORP UNIT,11.71,0.00%,11.71,11.71,11.71,101,6/9/2025
ALPHAVEST ACQUISITION CORP,11.78,0.00%,11.71,11.78,11.71,437,6/9/2025
ALPHAVEST ACQUISITION CORP RIGHT,0.2999,0.00%,0.3,0.3,0.2806,"2,439",6/9/2025
ALPHAVEST ACQUISITION CORP UNIT,11.85,0.00%,11.75,11.85,11.75,200,6/9/2025
ALSET INC.,0.8705,-1.97%,0.8384,0.9,0.8384,"6,360",6/9/2025
ALT5 SIGMA CORP.,9.65,-5.48%,10.21,10.64,9.59,"73,940",6/9/2025
ALTERITY THERAPEUTICS,4.74,0.21%,4.74,4.81,4.73,"5,589",6/9/2025
ALTI GLOBAL INC.,3.7,1.65%,3.69,3.74,3.61,"6,932",6/9/2025
ALTIMMUNE INC.,5.63,0.18%,5.75,5.8,5.57,"504,814",6/9/2025
ALTISOURCE PORTFOLIO SOLUTIONS S.A.,7.35,16.85%,6.4,7.59,6.13,"12,875",6/9/2025
ALTO INGREDIENTS INC.,1.02,0.00%,1.03,1.03,1,"13,583",6/9/2025
ALUMIS INC.,3.42,-4.74%,3.6,3.7,3.39,"181,951",6/9/2025
ALVOTECH,10.59,-0.66%,10.75,10.77,10.56,"34,380",6/9/2025
ALX ONCOLOGY HLD.,0.5991,3.47%,0.59,0.63,0.59,"109,812",6/9/2025
ALZAMEND NEURO INC.,3.38,-6.63%,3.63,3.64,3.37,"67,466",6/9/2025
AMALGAMATED FINANCIAL,30.64,0.20%,30.79,30.83,30.11,"5,481",6/9/2025
AMARIN CORP.,12.44,-2.20%,12.8,13.14,12.18,"59,340",6/9/2025
AMAZON.COM INC.,214.28,0.33%,214.75,215.26,212.88,"7,851,812",6/9/2025
AMBARELLA INC.,54.55,1.79%,53.4,55.33,53.39,"99,102",6/9/2025
AMBER INTERNATIONAL HOLDING,10.05,3.29%,9.9,10.23,9.67,"17,877",6/9/2025
AMC NETWORKS INC.,6.76,4.32%,6.54,6.8,6.47,"69,495",6/9/2025
AMDOCS LTD.,92.52,0.26%,92.3,93.13,92.17,"89,354",6/9/2025
AMEDISYS INC,93.91,0.02%,93.77,93.94,93.75,"16,826",6/9/2025
AMERICA S CAR-MART INC.,55.98,2.66%,54.95,56.3,54.71,"19,556",6/9/2025
AMERICAN AIRLINES GROUP INC.,11.8,0.17%,11.89,11.95,11.78,"10,624,526",6/9/2025
AMERICAN BATTERY TECHNOLOGY CO.,1.42,-2.74%,1.48,1.48,1.42,"177,372",6/9/2025
AMERICAN COASTAL INSURANCE,10.84,-0.73%,10.92,10.92,10.7,"72,750",6/9/2025
AMERICAN ELECTRIC POWER CO.,101.69,-0.10%,101.55,101.7,100.85,"228,734",6/9/2025
AMERICAN OUTDOOR BRANDS INC.,11.93,0.85%,11.78,11.93,11.78,"4,057",6/9/2025
AMERICAN PUBLIC EDUCATION INC.,26.87,-4.88%,28.25,28.33,26.83,"64,588",6/9/2025
AMERICAN REBEL HLD.,1.85,9.47%,1.7,1.89,1.7,"294,907",6/9/2025
AMERICAN RESOURCES,0.825,25.95%,0.7,0.8885,0.681,"5,315,384",6/9/2025
AMERICAN SUPERCONDUCTOR,32.08,1.91%,31.87,32.55,31.77,"183,627",6/9/2025
AMERICAN WOODMARK,54.99,0.97%,55.14,55.44,54.68,"7,898",6/9/2025
AMERISAFE INC.,44.81,-2.25%,45.89,45.89,44.64,"7,130",6/9/2025
AMERISERV FINANCIAL INC.,2.99,0.00%,3,3,2.96,"3,573",6/9/2025
AMES NATIONAL CORP.,17.87,-0.11%,17.9,17.98,17.6,"5,135",6/9/2025
AMESITE INC.,2.8,-1.41%,2.84,2.87,2.78,"8,710",6/9/2025
AMGEN INC.,289.04,-0.44%,290.47,291.49,287.54,"215,360",6/9/2025
AMICUS THERAPEUTICS INC.,6.1,-0.97%,6.19,6.2,6.09,"672,657",6/9/2025
AMKOR TECHNOLOGY INC.,19.95,3.58%,19.62,20.1,19.43,"382,763",6/9/2025
AMNEAL PHARMACEUTICALS INC.,7.55,-0.92%,7.66,7.68,7.55,"109,982",6/9/2025
AMPHASTAR PHARMACEUTICALS INC.,26.56,2.19%,26.17,26.69,26.1,"39,488",6/9/2025
AMPLITECH GROUP INC.,2.3,-2.54%,2.4,2.4,2.24,"65,939",6/9/2025
AMPLITUDE INC.,12.72,-0.16%,12.79,12.84,12.65,"74,703",6/9/2025
AMTECH SYSTEMS INC.,3.99,-0.99%,3.98,4.04,3.93,"4,246",6/9/2025
AMYLYX PHARMACEUTICALS INC.,5.3,-0.56%,5.42,5.48,5.24,"109,971",6/9/2025
AN2 THERAPEUTICS INC.,1.12,-0.88%,1.15,1.15,1.11,"1,860",6/9/2025
ANALOG DEVICES INC.,227.21,2.23%,223.82,228.83,223.4,"461,186",6/9/2025
ANAPTYSBIO INC.,22.92,-3.29%,24.18,24.41,22.67,"61,716",6/9/2025
ANAVEX LIFE SCIENCES,8.19,-0.97%,8.35,8.41,8.06,"134,283",6/9/2025
ANBIO BIOTECHNOLOGY,8.69,1.40%,8.6,8.7,8.6,"8,681",6/9/2025
ANDRETTI ACQUISITION,10.36,0.00%,10.43,10.43,10.35,"54,492",6/9/2025
ANDRETTI ACQUISITION,10.52,0.00%,10.52,10.52,10.52,200,6/9/2025
ANEBULO PHARMACEUTICALS INC.,1.1,1.85%,1.06,1.1,1.06,800,6/9/2025
ANGHAMI INC.,0.54,-0.50%,0.542,0.542,0.5375,765,6/9/2025
ANGI INC.,16.58,0.55%,16.74,16.84,16.58,"104,527",6/9/2025
ANGIODYNAMICS INC.,11.01,-0.45%,11.06,11.09,10.85,"159,931",6/9/2025
ANI PHARMACEUTICALS INC.,61.7,-0.42%,62.4,63.19,61.63,"34,766",6/9/2025
ANIKA THERAPEUTICS INC.,11.3,-0.44%,11.39,11.48,11.17,"5,850",6/9/2025
ANIXA BIOSCIENCES INC.,3.26,18.12%,3.43,3.58,3.2,"815,902",6/9/2025
ANNEXON INC.,2.5,-3.85%,2.64,2.66,2.49,"299,162",6/9/2025
ANSYS INC.,344.6,1.57%,342.46,346.79,341,"119,021",6/9/2025
ANTALPHA PLATFORM HOLDING CO.,12.58,-1.49%,13.18,13.19,12.58,"7,836",6/9/2025
ANTELOPE ENTERPRISE HLD.,2.26,2.73%,2.15,2.26,2.14,"11,127",6/9/2025
ANTERIS TECHNOLOGIES GLOBAL,4.84,2.11%,4.94,4.97,4.69,"16,171",6/9/2025
ANTERIX INC.,28.24,1.44%,28.04,28.63,28.03,"11,160",6/9/2025
APA CORP.,18.84,1.84%,18.58,19,18.49,"1,114,906",6/9/2025
APELLIS PHARMACEUTICALS INC.,19.52,1.24%,19.67,19.93,19.3,"194,017",6/9/2025
APOGEE ENTERPRISES INC.,39.33,0.05%,39.61,39.79,39.33,"4,100",6/9/2025
APOGEE THERAPEUTICS INC.,40.4,-1.42%,41.48,41.91,39.5,"114,162",6/9/2025
APOLLOMICS INC.,6.65,2.31%,6.05,6.65,6.05,300,6/9/2025
APPFOLIO INC.,217.79,0.25%,217.74,218.48,215.75,"18,102",6/9/2025
APPIAN CORP.,32.25,0.22%,32.17,32.34,32.01,"50,437",6/9/2025
APPLE INC.,204.74,0.40%,204.39,206,203.98,"8,433,728",6/9/2025
APPLIED DIGITAL,13.88,0.14%,14.52,14.58,13.33,"39,169,494",6/9/2025
APPLIED DNA SCIENCES INC.,5.01,-6.70%,5.26,5.42,4.96,"16,654",6/9/2025
APPLIED MATERIALS INC.,170.65,2.34%,167.81,171.82,167.81,"868,969",6/9/2025
APPLIED OPTOELECTRONICS INC.,16.67,-0.95%,17.25,17.25,16.65,"678,597",6/9/2025
APPLIED THERAPEUTICS INC.,0.39,5.63%,0.3817,0.396,0.3702,"260,551",6/9/2025
APPLOVIN CORP.,399.6,-4.38%,401.25,404.5,387.85,"1,522,353",6/9/2025
APREA THERAPEUTICS INC.,1.79,2.29%,1.8,1.86,1.78,"4,554",6/9/2025
APTEVO THERAPEUTICS INC.,4.9,-1.01%,5.09,5.09,4.81,"29,415",6/9/2025
APTORUM GROUP LTD.,1.11,3.74%,1.11,1.19,1.05,"10,770",6/9/2025
APYX MEDICAL CORP.,1.64,-1.80%,1.73,1.73,1.64,"12,464",6/9/2025
AQUA METALS INC.,0.7847,3.11%,0.77,0.81,0.7659,"651,838",6/9/2025
AQUABOUNTY TECHNOLOGIES INC.,0.8053,1.42%,0.8,0.812,0.78,"8,177",6/9/2025
AQUESTIVE THERAPEUTICS INC.,3.63,1.97%,3.62,3.79,3.6,"800,704",6/9/2025
ARB IOT GROUP LTD.,5.91,2.25%,5.38,5.97,5.38,"3,218",6/9/2025
ARBE ROBOTICS,1.69,-1.74%,1.74,1.76,1.69,"407,287",6/9/2025
ARBUTUS BIOPHARMA,3.48,0.00%,3.51,3.52,3.45,"89,855",6/9/2025
ARCADIA BIOSCIENCES INC.,5.13,3.64%,5,5.25,4.97,"1,535",6/9/2025
ARCBEST CORP.,66.19,3.91%,65.7,67.23,64.74,"99,681",6/9/2025
ARCELLX INC.,66.19,-2.80%,69,69.08,65.68,"49,186",6/9/2025
ARCH CAPITAL GROUP,91.46,-4.26%,95.37,95.39,91.12,"168,157",6/9/2025
ARCH CAPITAL GROUP,17.06,0.29%,17.03,17.09,16.93,"16,895",6/9/2025
ARCH CAPITAL GROUP,20.5,-0.10%,20.5,20.62,20.5,"4,336",6/9/2025
ARCHIMEDES TECH SPAC PARTNERS II CO.,10.19,0.20%,10.18,10.19,10.18,"49,922",6/9/2025
ARCHIMEDES TECH SPAC PARTNERS II CO. UN,10.32,0.00%,10.32,10.32,10.32,118,6/9/2025
ARCTURUS THERAPEUTICS HLD.,12.55,-1.88%,13.1,13.18,12.3,"90,092",6/9/2025
ARCUTIS BIOTHERAPEUTICS INC.,14.26,-0.77%,14.75,14.85,14.11,"264,553",6/9/2025
ARDELYX INC.,3.64,-1.09%,3.73,3.74,3.61,"1,314,533",6/9/2025
ARGENX SE ADS,586.91,0.17%,588.16,592.1,586.52,"26,328",6/9/2025
ARGO BLOCKCHAIN PLC 8.75% SENIOR NOTES,6.6,0.30%,6.6,6.6,6.6,100,6/9/2025
ARGO BLOCKCHAIN PLC ADS,0.4224,0.72%,0.4102,0.44,0.3978,"47,697",6/9/2025
ARHAUS INC.,8.78,0.23%,8.79,8.97,8.73,"169,108",6/9/2025
ARK RESTAURANTS,10.25,0.00%,9.5,10.25,9.5,"3,153",6/9/2025
ARKO CORP.,4.59,5.28%,4.41,4.64,4.4,"82,123",6/9/2025
ARM HOLDINGS PLC ADS,139.67,4.93%,135,139.92,134.82,"1,643,115",6/9/2025
